Host,Vcs,Project,File,Buggy,PL,IssueTracking,TLOC,TNF,TNC,TND,LOC,CL,NStmt,NFunc,RCC,MNL,avg_WMC,max_WMC,total_WMC,avg_DIT,max_DIT,total_DIT,avg_RFC,max_RFC,total_RFC,avg_NOC,max_NOC,total_NOC,avg_CBO,max_CBO,total_CBO,avg_DIT.1,max_DIT.1,total_DIT.1,avg_NIV,max_NIV,total_NIV,avg_NIM,max_NIM,total_NIM,avg_NOM,max_NOM,total_NOM,avg_NPBM,max_NPBM,total_NPBM,avg_NPM,max_NPM,total_NPM,avg_NPRM,max_NPRM,total_NPRM,avg_CC,max_CC,total_CC,avg_FANIN,max_FANIN,total_FANIN,avg_FANOUT,max_FANOUT,total_FANOUT,NRev,NFix,avg_AddedLOC,max_AddedLOC,total_AddedLOC,avg_DeletedLOC,max_DeletedLOC,total_DeletedLOC,avg_ModifiedLOC,max_ModifiedLOC,total_ModifiedLOC
sf,cvs,lilith3d,lilith3d/lilith/animated.cpp,buggy,cpp,IssueFalse,13233,43,863,1,8,6,8,8,3,9,7,7,7,8,9,5,8,9,5,9,9,9,6,6,6,8,9,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,9,9,8,10,9,10,9,9,9,7,8,6,7,7,7,7,7,6,6,6
sf,cvs,lilith3d,lilith3d/lilith/animated.h,buggy,cpp,IssueFalse,13233,43,863,1,5,7,4,8,7,4,9,9,9,10,10,9,10,10,9,10,10,10,9,9,9,10,10,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,8,8,9,4,4,5,5,7,8,4,3,4,7,8,5,6,5,7,7,7,4,5,5
sf,cvs,lilith3d,lilith3d/lilith/building.cpp,buggy,cpp,IssueFalse,13233,43,863,1,8,4,8,7,2,10,7,7,7,8,9,5,8,9,5,9,9,9,6,6,6,8,9,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,10,9,7,10,10,9,10,10,9,6,5,3,3,3,5,6,6,7,6,7
sf,cvs,lilith3d,lilith3d/lilith/building.h,clean,cpp,IssueFalse,13233,43,863,1,3,8,2,4,9,4,9,9,9,10,10,9,10,10,8,9,9,9,10,9,9,10,10,9,9,9,8,9,8,8,8,8,8,9,8,8,10,9,9,9,9,9,4,4,2,3,4,4,4,2,2,5,5,3,3,3,4,4,4,3,3,4
sf,cvs,lilith3d,lilith3d/lilith/camera.cpp,clean,cpp,IssueFalse,13233,43,863,1,8,9,8,9,5,9,7,7,7,8,9,5,8,9,5,9,9,9,6,6,6,8,9,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,6,8,6,10,10,10,8,9,9,5,5,7,7,6,4,4,4,3,4,4
sf,cvs,lilith3d,lilith3d/lilith/camera.h,clean,cpp,IssueFalse,13233,43,863,1,5,9,4,5,8,4,8,9,9,9,10,7,9,10,7,9,9,9,6,7,8,9,10,7,9,9,10,7,9,9,7,9,9,8,10,9,9,9,9,8,8,9,4,4,3,10,10,8,4,3,3,5,5,3,4,3,4,4,4,3,3,4
sf,cvs,lilith3d,lilith3d/lilith/creation.cpp,buggy,cpp,IssueFalse,13233,43,863,1,10,10,10,8,2,10,10,9,9,10,10,8,9,9,6,9,9,9,10,10,10,10,10,8,10,9,9,8,8,8,8,8,7,9,8,8,9,9,9,8,8,9,10,10,10,10,10,10,10,10,10,10,10,6,8,8,8,9,9,6,9,9
sf,cvs,lilith3d,lilith3d/lilith/genericobject.cpp,clean,cpp,IssueFalse,13233,43,863,1,3,1,3,6,1,4,7,7,7,8,9,5,8,9,5,9,9,9,6,6,6,8,9,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,4,4,3,5,5,6,6,4,5,3,8,3,3,3,4,4,4,9,7,6
sf,cvs,lilith3d,lilith3d/lilith/import/Attic/md2.cpp,buggy,cpp,IssueFalse,13233,43,863,1,10,9,9,8,3,9,7,7,7,8,9,5,8,9,5,9,9,9,6,6,6,8,9,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,10,9,8,10,10,10,10,10,9,9,9,7,9,8,6,7,7,8,8,8
sf,cvs,lilith3d,lilith3d/lilith/import/Attic/md2.h,buggy,cpp,IssueFalse,13233,43,863,1,8,9,6,5,6,7,8,9,9,9,10,8,9,10,8,9,9,9,7,9,10,9,10,8,10,10,10,6,9,9,6,9,9,6,9,9,9,9,9,9,10,10,6,7,3,10,10,8,6,3,4,5,8,4,4,4,5,5,5,2,2,2
sf,cvs,lilith3d,lilith3d/lilith/lilith3d.cpp,buggy,cpp,IssueFalse,13233,43,863,1,10,10,10,10,4,9,7,7,7,8,9,5,8,9,5,9,9,9,6,6,6,8,9,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,9,9,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,7,8,9
sf,cvs,lilith3d,lilith3d/lilith/lilith3d.h,buggy,cpp,IssueFalse,13233,43,863,1,8,10,8,10,8,7,10,10,10,8,9,5,10,10,9,9,9,9,10,10,10,8,9,5,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,10,10,10,5,8,7,10,10,10,4,4,7,10,9,7,8,9,7,8,9,2,4,6
