Host,Vcs,Project,File,Buggy,PL,IssueTracking,TLOC,TNF,TNC,TND,LOC,CL,NStmt,NFunc,RCC,MNL,avg_WMC,max_WMC,total_WMC,avg_DIT,max_DIT,total_DIT,avg_RFC,max_RFC,total_RFC,avg_NOC,max_NOC,total_NOC,avg_CBO,max_CBO,total_CBO,avg_DIT.1,max_DIT.1,total_DIT.1,avg_NIV,max_NIV,total_NIV,avg_NIM,max_NIM,total_NIM,avg_NOM,max_NOM,total_NOM,avg_NPBM,max_NPBM,total_NPBM,avg_NPM,max_NPM,total_NPM,avg_NPRM,max_NPRM,total_NPRM,avg_CC,max_CC,total_CC,avg_FANIN,max_FANIN,total_FANIN,avg_FANOUT,max_FANOUT,total_FANOUT,NRev,NFix,avg_AddedLOC,max_AddedLOC,total_AddedLOC,avg_DeletedLOC,max_DeletedLOC,total_DeletedLOC,avg_ModifiedLOC,max_ModifiedLOC,total_ModifiedLOC
gc,svn,persevere-framework,/trunk/WEB-INF/src/org/persvr/Persevere.java,clean,java,IssueTrue,16238,45,700,5,7,7,6,6,8,5,7,7,7,6,5,4,6,6,4,9,9,9,9,8,8,6,5,4,6,6,7,1,1,1,8,7,7,9,8,7,8,8,8,9,8,8,5,6,6,9,9,8,6,6,8,8,10,6,8,8,7,7,7,4,5,6
gc,svn,persevere-framework,/trunk/WEB-INF/src/org/persvr/data/ConsoleLibrary.java,clean,java,IssueTrue,16238,45,700,5,7,1,6,6,2,5,2,3,7,6,9,10,2,3,9,9,9,9,3,3,9,6,9,10,4,6,7,2,3,7,1,3,6,2,4,7,8,8,8,7,7,7,6,4,6,5,4,5,4,5,6,3,5,3,3,3,5,5,5,8,7,6
gc,svn,persevere-framework,/trunk/WEB-INF/src/org/persvr/data/DataSourceManager.java,clean,java,IssueTrue,16238,45,700,5,10,9,10,9,4,9,8,10,10,6,5,8,5,7,8,9,9,9,9,10,10,6,5,8,9,10,10,4,8,7,7,8,9,8,9,9,8,8,8,7,7,7,8,10,9,8,9,9,6,10,9,10,10,7,9,10,9,10,10,6,8,10
gc,svn,persevere-framework,/trunk/WEB-INF/src/org/persvr/data/GlobalData.java,clean,java,IssueTrue,16238,45,700,5,10,7,10,9,3,10,2,7,10,6,9,10,5,10,10,9,9,9,5,10,10,6,9,10,4,9,10,2,3,9,1,5,9,2,6,9,8,8,8,7,8,8,8,8,9,8,10,9,7,9,10,10,10,6,9,10,6,8,9,5,8,9
gc,svn,persevere-framework,/trunk/WEB-INF/src/org/persvr/data/JsonPath.java,clean,java,IssueTrue,16238,45,700,5,8,5,8,8,4,9,5,9,8,7,9,9,4,6,8,9,10,10,6,9,9,7,9,9,6,7,9,5,7,8,5,7,8,5,7,7,8,9,9,9,9,9,7,8,7,8,8,8,6,9,8,6,8,3,3,3,5,6,5,3,5,4
gc,svn,persevere-framework,/trunk/WEB-INF/src/org/persvr/data/Method.java,clean,java,IssueTrue,16238,45,700,5,9,1,8,7,1,10,7,9,9,7,9,8,5,6,7,9,9,9,8,10,9,7,9,8,8,8,9,6,8,7,6,8,8,7,9,7,8,8,8,7,7,7,9,9,8,9,8,8,7,8,8,10,10,8,9,10,8,9,9,8,10,10
gc,svn,persevere-framework,/trunk/WEB-INF/src/org/persvr/data/PersistableArray.java,buggy,java,IssueTrue,16238,45,700,5,10,10,10,10,7,10,7,10,10,6,9,10,4,10,10,9,10,10,6,10,10,6,9,10,6,10,10,6,10,10,6,10,10,6,10,10,8,10,10,7,10,10,8,9,10,7,8,10,5,8,10,10,10,7,9,10,6,7,8,5,9,10
gc,svn,persevere-framework,/trunk/WEB-INF/src/org/persvr/data/PersistableClass.java,clean,java,IssueTrue,16238,45,700,5,10,8,10,10,2,10,9,10,10,6,10,10,8,10,10,9,9,9,6,9,10,6,10,10,6,8,9,9,10,10,8,10,10,9,10,10,8,9,9,7,8,8,9,10,10,8,9,10,6,9,10,10,10,7,9,10,7,9,9,4,8,9
gc,svn,persevere-framework,/trunk/WEB-INF/src/org/persvr/data/PersistableObject.java,clean,java,IssueTrue,16238,45,700,5,10,9,10,10,3,10,8,10,10,6,10,10,6,9,10,10,10,10,6,10,10,6,10,10,6,9,10,7,10,10,7,10,10,8,10,10,8,10,10,7,10,10,8,9,10,8,10,10,5,9,10,10,10,7,9,10,7,9,9,7,9,10
gc,svn,persevere-framework,/trunk/WEB-INF/src/org/persvr/data/PjsLibrary.java,clean,java,IssueTrue,16238,45,700,5,10,4,9,10,2,9,2,9,10,6,9,10,2,8,10,9,9,9,2,5,10,6,9,10,4,6,7,3,10,10,2,10,10,4,10,10,8,8,8,7,7,7,4,7,9,2,6,6,3,6,9,9,10,7,8,8,5,5,5,4,7,7
