Host,Vcs,Project,File,Buggy,PL,IssueTracking,TLOC,TNF,TNC,TND,LOC,CL,NStmt,NFunc,RCC,MNL,avg_WMC,max_WMC,total_WMC,avg_DIT,max_DIT,total_DIT,avg_RFC,max_RFC,total_RFC,avg_NOC,max_NOC,total_NOC,avg_CBO,max_CBO,total_CBO,avg_DIT.1,max_DIT.1,total_DIT.1,avg_NIV,max_NIV,total_NIV,avg_NIM,max_NIM,total_NIM,avg_NOM,max_NOM,total_NOM,avg_NPBM,max_NPBM,total_NPBM,avg_NPM,max_NPM,total_NPM,avg_NPRM,max_NPRM,total_NPRM,avg_CC,max_CC,total_CC,avg_FANIN,max_FANIN,total_FANIN,avg_FANOUT,max_FANOUT,total_FANOUT,NRev,NFix,avg_AddedLOC,max_AddedLOC,total_AddedLOC,avg_DeletedLOC,max_DeletedLOC,total_DeletedLOC,avg_ModifiedLOC,max_ModifiedLOC,total_ModifiedLOC
gc,svn,arm-webradio,/trunk/src/alarm.c,buggy,c,IssueFalse,19678,138,124,1,8,2,8,8,2,10,7,7,7,10,10,5,10,5,5,9,9,9,10,10,10,10,10,5,10,9,9,10,10,10,10,10,10,10,10,10,9,9,9,8,8,9,10,10,9,9,9,9,9,9,9,7,9,9,8,8,8,8,8,8,10,10
gc,svn,arm-webradio,/trunk/src/alarm.h,buggy,c,IssueFalse,19678,138,124,1,2,1,2,2,3,4,7,7,7,10,10,5,10,5,5,9,9,9,10,10,10,10,10,5,10,9,9,10,10,10,10,10,10,10,10,10,9,9,9,8,8,9,4,2,7,3,2,3,4,3,2,6,9,4,3,4,5,6,6,2,5,4
gc,svn,arm-webradio,/trunk/src/buffer.c,buggy,c,IssueFalse,19678,138,124,1,6,1,6,7,1,8,7,7,7,10,10,5,10,5,5,9,9,9,10,10,10,10,10,5,10,9,9,10,10,10,10,10,10,10,10,10,9,9,9,8,8,9,8,7,8,9,8,8,6,7,6,5,9,9,8,8,10,9,9,3,3,4
gc,svn,arm-webradio,/trunk/src/buffer.h,clean,c,IssueFalse,19678,138,124,1,4,1,5,2,2,4,7,7,7,10,10,5,10,5,5,9,9,9,10,10,10,10,10,5,10,9,9,10,10,10,10,10,10,10,10,10,9,9,9,8,8,9,4,2,7,3,2,3,4,3,2,7,10,5,5,5,5,6,6,5,8,7
gc,svn,arm-webradio,/trunk/src/card.c,buggy,c,IssueFalse,19678,138,124,1,7,1,7,7,1,9,7,7,7,10,10,5,10,5,5,9,9,9,10,10,10,10,10,5,10,9,9,10,10,10,10,10,10,10,10,10,9,9,9,8,8,9,9,9,8,10,8,8,10,9,9,7,10,7,7,7,9,8,8,6,8,8
gc,svn,arm-webradio,/trunk/src/card.h,clean,c,IssueFalse,19678,138,124,1,1,1,1,2,5,4,7,7,7,10,10,5,10,5,5,9,9,9,10,10,10,10,10,5,10,9,9,10,10,10,10,10,10,10,10,10,9,9,9,8,8,9,4,2,7,3,2,3,4,3,2,3,9,3,3,3,6,5,5,2,2,2
gc,svn,arm-webradio,/trunk/src/eth.c,buggy,c,IssueFalse,19678,138,124,1,10,6,10,10,2,10,7,7,7,10,10,5,10,5,5,9,9,9,10,10,10,10,10,5,10,9,9,10,10,10,10,10,10,10,10,10,9,9,9,8,8,9,9,10,10,10,10,10,10,10,10,9,9,9,10,9,9,9,9,8,10,10
gc,svn,arm-webradio,/trunk/src/eth.h,buggy,c,IssueFalse,19678,138,124,1,7,5,8,2,4,4,7,7,7,10,10,5,10,5,5,9,9,9,10,10,10,10,10,5,10,9,9,10,10,10,10,10,10,10,10,10,9,9,9,8,8,9,4,2,7,3,2,3,4,3,2,7,9,4,5,5,4,4,4,7,9,9
gc,svn,arm-webradio,/trunk/src/eth/dhcp.c,clean,c,IssueFalse,19678,138,124,1,8,2,9,5,1,10,7,7,7,10,10,5,10,5,5,9,9,9,10,10,10,10,10,5,10,9,9,10,10,10,10,10,10,10,10,10,9,9,9,8,8,9,10,10,9,10,9,8,10,10,9,9,10,7,8,8,9,9,9,7,10,10
gc,svn,arm-webradio,/trunk/src/eth/dhcp.h,clean,c,IssueFalse,19678,138,124,1,2,2,3,2,6,4,7,7,7,10,10,5,10,5,5,9,9,9,10,10,10,10,10,5,10,9,9,10,10,10,10,10,10,10,10,10,9,9,9,8,8,9,4,2,7,3,2,3,4,3,2,5,7,3,3,3,4,4,4,3,3,4
