Host,Vcs,Project,File,Buggy,PL,IssueTracking,TLOC,TNF,TNC,TND,LOC,CL,NStmt,NFunc,RCC,MNL,avg_WMC,max_WMC,total_WMC,avg_DIT,max_DIT,total_DIT,avg_RFC,max_RFC,total_RFC,avg_NOC,max_NOC,total_NOC,avg_CBO,max_CBO,total_CBO,avg_DIT.1,max_DIT.1,total_DIT.1,avg_NIV,max_NIV,total_NIV,avg_NIM,max_NIM,total_NIM,avg_NOM,max_NOM,total_NOM,avg_NPBM,max_NPBM,total_NPBM,avg_NPM,max_NPM,total_NPM,avg_NPRM,max_NPRM,total_NPRM,avg_CC,max_CC,total_CC,avg_FANIN,max_FANIN,total_FANIN,avg_FANOUT,max_FANOUT,total_FANOUT,NRev,NFix,avg_AddedLOC,max_AddedLOC,total_AddedLOC,avg_DeletedLOC,max_DeletedLOC,total_DeletedLOC,avg_ModifiedLOC,max_ModifiedLOC,total_ModifiedLOC
sf,svn,microemulator,/trunk/microemulator/microemu-android/src/org/microemu/android/MicroEmulator.java,buggy,java,IssueTrue,12015,58,1441,4,9,4,9,7,2,9,7,9,9,6,10,10,3,6,8,9,9,9,7,9,10,6,10,10,8,8,9,4,6,8,4,5,7,5,6,8,8,8,8,8,7,7,8,8,8,4,5,6,10,10,9,7,5,9,9,8,5,7,6,5,6,6
sf,svn,microemulator,/trunk/microemulator/microemu-android/src/org/microemu/android/MicroEmulatorActivity.java,buggy,java,IssueTrue,12015,58,1441,4,5,4,5,5,7,5,6,5,5,9,9,7,4,4,3,10,10,10,5,5,4,9,9,7,9,8,8,6,6,5,7,5,5,6,6,5,9,9,9,8,7,7,5,5,4,10,10,8,7,8,6,3,5,9,8,7,4,5,5,2,2,2
sf,svn,microemulator,/trunk/microemulator/microemu-android/src/org/microemu/android/device/AndroidDevice.java,clean,java,IssueTrue,12015,58,1441,4,8,5,8,9,4,3,7,7,8,5,5,8,6,7,8,9,9,9,7,9,10,5,5,8,7,9,9,8,9,10,8,9,10,9,9,10,8,9,9,8,7,7,3,3,7,3,4,7,2,4,7,3,5,10,9,8,9,8,7,5,5,4
sf,svn,microemulator,/trunk/microemulator/microemu-android/src/org/microemu/android/device/AndroidDeviceDisplay.java,buggy,java,IssueTrue,12015,58,1441,4,8,7,8,8,6,7,10,9,9,5,5,4,8,7,6,9,9,9,7,6,5,5,5,4,9,8,8,10,9,9,10,9,9,10,10,9,8,8,8,8,7,7,6,9,8,4,6,7,3,6,7,3,5,5,4,4,4,5,5,8,7,5
sf,svn,microemulator,/trunk/microemulator/microemu-android/src/org/microemu/android/device/AndroidDisplayGraphics.java,buggy,java,IssueTrue,12015,58,1441,4,10,5,9,9,3,7,10,10,10,9,9,7,10,10,9,9,9,9,5,5,4,9,9,7,10,9,9,10,10,9,10,10,9,10,10,10,8,8,8,8,7,7,8,10,9,10,9,10,4,6,8,9,5,7,8,8,5,7,7,7,7,9
sf,svn,microemulator,/trunk/microemulator/microemu-android/src/org/microemu/android/device/AndroidFont.java,clean,java,IssueTrue,12015,58,1441,4,3,4,3,5,9,3,5,4,4,5,5,4,4,4,3,9,9,9,2,1,1,5,5,4,8,7,7,6,6,5,7,5,5,7,6,5,8,8,8,8,7,7,3,3,3,6,5,5,4,4,4,5,5,4,5,4,8,8,7,6,6,6
sf,svn,microemulator,/trunk/microemulator/microemu-android/src/org/microemu/android/device/ui/AndroidAlertUI.java,clean,java,IssueTrue,12015,58,1441,4,3,4,3,4,9,3,2,2,3,5,9,9,3,6,7,9,9,9,2,2,4,5,9,9,6,6,7,2,3,4,2,2,4,2,3,4,8,8,8,8,7,7,3,3,3,6,4,4,5,5,4,3,5,9,8,7,4,5,5,2,2,2
sf,svn,microemulator,/trunk/microemulator/microemu-android/src/org/microemu/android/device/ui/AndroidCanvasUI.java,buggy,java,IssueTrue,12015,58,1441,4,8,5,7,6,5,7,6,8,8,6,9,9,4,6,8,9,9,9,4,5,7,6,9,9,7,9,9,4,6,7,4,5,6,4,6,7,8,9,9,9,8,8,8,7,7,6,5,6,7,6,7,3,5,9,7,6,4,5,5,6,6,4
sf,svn,microemulator,/trunk/microemulator/microemu-android/src/org/microemu/android/device/ui/AndroidChoiceGroupUI.java,clean,java,IssueTrue,12015,58,1441,4,9,4,9,9,3,9,4,8,9,5,9,10,3,6,10,9,9,9,2,5,9,5,9,10,6,9,9,4,8,9,4,7,9,5,8,10,8,8,8,8,8,8,5,7,8,7,6,9,5,7,9,5,8,9,8,8,10,9,9,8,8,7
sf,svn,microemulator,/trunk/microemulator/microemu-android/src/org/microemu/android/device/ui/AndroidCustomItemUI.java,buggy,java,IssueTrue,12015,58,1441,4,7,4,6,6,6,5,2,4,6,5,9,10,2,3,8,9,9,9,2,4,7,5,9,10,7,8,9,3,4,7,3,3,6,3,4,7,8,9,9,8,7,7,4,4,5,5,5,6,5,7,6,3,5,9,8,7,4,5,5,2,2,2
sf,svn,microemulator,/trunk/microemulator/microemu-android/src/org/microemu/android/device/ui/AndroidDateFieldUI.java,clean,java,IssueTrue,12015,58,1441,4,7,4,7,6,5,7,3,5,7,5,9,10,2,4,9,9,9,9,3,5,9,5,9,10,6,9,9,2,5,7,2,4,6,3,6,7,8,8,8,8,7,7,7,6,6,8,7,7,7,6,7,3,5,9,8,7,4,5,5,2,2,2
sf,svn,microemulator,/trunk/microemulator/microemu-android/src/org/microemu/android/device/ui/AndroidDisplayableUI.java,clean,java,IssueTrue,12015,58,1441,4,6,4,6,7,6,5,4,6,7,5,5,9,3,5,8,10,10,10,2,3,5,5,5,9,7,9,9,4,7,8,4,7,7,5,8,8,8,9,9,8,7,7,4,5,6,7,8,7,3,7,6,5,5,8,7,6,5,6,5,8,7,7
sf,svn,microemulator,/trunk/microemulator/microemu-android/src/org/microemu/android/device/ui/AndroidFormUI.java,clean,java,IssueTrue,12015,58,1441,4,7,4,6,7,6,7,3,6,7,5,9,10,3,7,9,9,9,9,2,6,8,5,9,10,6,8,8,3,7,8,3,6,7,4,7,8,8,8,8,8,7,7,4,6,5,7,7,7,4,5,6,3,5,9,8,7,4,5,5,2,2,2
sf,svn,microemulator,/trunk/microemulator/microemu-android/src/org/microemu/android/device/ui/AndroidGaugeUI.java,clean,java,IssueTrue,12015,58,1441,4,7,4,6,7,5,7,2,5,7,5,9,10,2,4,9,9,9,9,2,4,7,5,9,10,6,8,8,2,5,8,2,4,7,3,6,8,8,8,8,8,7,7,4,6,6,4,5,6,4,7,6,3,5,9,8,7,4,5,5,2,2,2
sf,svn,microemulator,/trunk/microemulator/microemu-android/src/org/microemu/android/device/ui/AndroidListUI.java,buggy,java,IssueTrue,12015,58,1441,4,7,4,6,7,5,7,4,5,7,6,9,10,4,7,8,9,9,9,4,5,8,6,9,10,7,8,8,4,5,8,4,4,8,5,6,8,8,8,8,8,7,7,4,5,6,6,5,7,5,5,7,3,5,9,8,7,4,5,5,2,2,2
sf,svn,microemulator,/trunk/microemulator/microemu-android/src/org/microemu/android/device/ui/AndroidTextBoxUI.java,clean,java,IssueTrue,12015,58,1441,4,6,4,6,6,6,7,3,3,6,5,9,9,3,6,8,9,9,9,2,3,6,5,9,9,6,6,7,3,4,7,3,3,6,4,5,7,8,8,8,8,7,7,5,5,5,5,5,5,7,7,7,6,5,8,8,7,8,8,8,4,5,5
sf,svn,microemulator,/trunk/microemulator/microemu-android/src/org/microemu/android/util/AndroidRecordStoreManager.java,buggy,java,IssueTrue,12015,58,1441,4,9,4,8,8,3,9,10,9,9,5,5,4,7,7,6,9,9,9,9,8,7,5,5,4,9,8,8,9,9,9,10,9,8,9,9,8,8,8,8,10,10,10,7,6,8,7,7,8,6,7,8,5,5,8,8,7,10,9,9,7,6,6
sf,svn,microemulator,/trunk/microemulator/microemu-javase-swing/src/main/java/org/microemu/app/Headless.java,clean,java,IssueTrue,12015,58,1441,4,6,4,6,6,6,7,4,4,6,5,5,8,3,4,7,9,9,9,3,4,7,5,5,8,8,8,9,3,6,6,4,5,6,5,6,7,8,8,8,8,7,7,4,6,5,4,5,4,4,6,5,3,5,8,6,5,4,5,5,2,2,2
sf,svn,microemulator,/trunk/microemulator/microemu-javase-swing/src/main/java/org/microemu/app/Main.java,clean,java,IssueTrue,12015,58,1441,4,10,5,10,10,1,9,4,8,10,5,10,10,7,10,10,9,10,10,5,10,10,5,10,10,7,10,10,2,6,10,2,5,10,2,6,10,8,10,10,8,9,10,7,9,10,8,10,10,9,10,10,7,5,7,7,7,7,8,8,10,10,10
sf,svn,microemulator,/trunk/microemulator/microemu-javase-swing/src/main/java/org/microemu/app/ui/swing/SwingDeviceComponent.java,clean,java,IssueTrue,12015,58,1441,4,10,6,10,8,3,10,9,10,10,9,10,10,10,10,10,9,9,9,8,10,10,9,10,10,9,10,10,5,8,9,6,8,9,6,8,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,10,3,5,5,5,4,4,5,5,5,5,4
sf,svn,microemulator,/trunk/microemulator/microemu-javase-swing/src/main/java/org/microemu/app/ui/swing/SwingDisplayComponent.java,clean,java,IssueTrue,12015,58,1441,4,10,5,9,8,2,10,8,9,10,6,10,10,10,10,10,9,9,9,7,7,10,6,10,10,8,10,10,6,9,9,6,8,9,5,8,9,8,9,9,9,9,9,8,9,9,8,8,9,9,10,10,8,8,7,7,7,6,6,7,8,8,8
sf,svn,microemulator,/trunk/microemulator/microemu-javase-swing/src/main/java/org/microemu/app/util/AppletProducer.java,clean,java,IssueTrue,12015,58,1441,4,9,4,9,6,2,10,7,9,9,5,5,8,3,4,7,9,9,9,8,10,10,5,5,8,7,8,8,3,6,6,4,5,7,5,6,7,8,8,8,9,8,8,9,9,8,5,7,6,9,9,8,3,5,3,3,2,4,5,5,5,5,4
sf,svn,microemulator,/trunk/microemulator/microemu-javase-swing/src/main/java/org/microemu/applet/CookieRecordStoreManager.java,buggy,java,IssueTrue,12015,58,1441,4,9,4,9,8,2,10,9,9,9,5,5,7,6,7,7,9,9,9,9,10,9,5,5,7,9,9,9,8,9,9,8,8,9,8,9,9,8,8,8,9,8,8,7,8,8,8,7,8,8,9,9,3,5,8,6,5,4,5,5,3,3,3
sf,svn,microemulator,/trunk/microemulator/microemu-javase-swing/src/main/java/org/microemu/applet/Main.java,clean,java,IssueTrue,12015,58,1441,4,9,5,9,9,3,9,8,9,10,9,10,10,10,10,10,9,9,9,8,10,10,9,10,10,8,9,9,6,9,9,6,8,9,7,9,9,8,8,8,8,7,7,7,10,8,4,7,7,6,10,9,7,8,6,6,7,6,7,7,3,6,5
sf,svn,microemulator,/trunk/microemulator/microemu-javase-swing/src/main/java/org/microemu/device/j2se/J2SEDisplayGraphics.java,buggy,java,IssueTrue,12015,58,1441,4,10,7,10,9,3,7,10,10,10,9,9,7,10,10,9,9,9,9,10,9,8,9,9,7,10,9,9,10,10,10,10,10,9,10,10,10,8,8,8,8,7,7,8,10,9,9,9,10,5,8,9,3,5,8,7,6,4,5,5,2,2,2
sf,svn,microemulator,/trunk/microemulator/microemu-javase-swing/src/main/java/org/microemu/device/j2se/ui/J2SEChoiceGroupUI.java,clean,java,IssueTrue,12015,58,1441,4,3,5,2,6,10,3,7,6,5,5,5,4,6,6,4,9,9,9,2,2,2,5,5,4,6,5,6,8,8,7,8,7,7,9,8,8,8,8,8,8,7,7,3,3,5,2,2,2,1,2,3,5,8,9,8,7,5,6,5,2,3,3
sf,svn,microemulator,/trunk/microemulator/microemu-javase/src/main/java/org/microemu/app/Common.java,clean,java,IssueTrue,12015,58,1441,4,10,7,10,10,2,10,10,10,10,5,5,7,8,9,8,9,9,9,10,10,10,5,5,7,10,10,10,9,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,9,9,10,9,10,10,10,5,6,7,9,6,8,8,10,10,10
sf,svn,microemulator,/trunk/microemulator/microemu-javase/src/main/java/org/microemu/app/Config.java,clean,java,IssueTrue,12015,58,1441,4,10,5,10,9,2,10,10,10,10,5,5,4,8,8,7,9,9,9,10,9,9,5,5,4,6,5,6,1,1,1,10,10,9,10,10,9,8,8,8,10,10,10,9,8,9,9,9,9,9,9,10,3,5,7,6,5,4,5,5,2,2,2
sf,svn,microemulator,/trunk/microemulator/microemu-javase/src/main/java/org/microemu/app/util/FileRecordStoreManager.java,clean,java,IssueTrue,12015,58,1441,4,9,4,9,9,2,9,6,9,9,5,5,10,3,7,9,9,9,9,5,10,10,5,5,10,6,9,9,4,9,9,5,9,9,5,9,9,8,9,9,9,10,10,7,6,8,6,6,8,6,7,9,7,5,5,6,6,4,5,5,4,5,5
sf,svn,microemulator,/trunk/microemulator/microemu-javase/src/main/java/org/microemu/device/impl/DeviceImpl.java,clean,java,IssueTrue,12015,58,1441,4,10,9,10,10,5,10,10,10,10,5,5,4,9,9,8,9,9,9,10,10,9,5,5,4,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,10,10,10,9,10,10,7,9,10,8,10,10,5,5,4,4,3,4,5,5,3,5,4
sf,svn,microemulator,/trunk/microemulator/microemu-midp/src/main/java/javax/microedition/lcdui/ChoiceGroup.java,clean,java,IssueTrue,12015,58,1441,4,10,8,10,10,3,10,10,10,10,6,9,9,7,8,8,9,9,9,5,7,9,6,9,9,9,9,9,9,10,10,9,10,10,7,9,9,8,8,8,8,7,7,9,9,10,9,8,10,7,7,10,6,8,10,10,9,10,10,10,10,10,10
sf,svn,microemulator,/trunk/microemulator/microemu-midp/src/main/java/javax/microedition/lcdui/Display.java,clean,java,IssueTrue,12015,58,1441,4,10,8,10,10,4,10,6,9,10,5,9,10,4,8,10,9,9,9,3,8,10,5,9,10,6,8,10,5,9,10,5,9,10,5,9,10,8,8,8,8,8,8,6,8,10,6,8,10,4,6,10,7,5,4,4,4,8,9,8,5,6,7
sf,svn,microemulator,/trunk/microemulator/microemu-midp/src/main/java/org/microemu/DisplayAccess.java,clean,java,IssueTrue,12015,58,1441,4,3,3,3,8,9,3,8,7,7,1,1,1,4,4,3,10,10,10,2,2,2,1,1,1,6,5,6,9,9,8,9,9,8,1,1,1,8,8,8,8,7,7,3,3,6,4,6,6,1,2,2,3,5,3,3,2,4,5,5,3,3,3
sf,svn,microemulator,/trunk/microemulator/microemu-midp/src/main/java/org/microemu/MIDletBridge.java,clean,java,IssueTrue,12015,58,1441,4,7,6,7,8,6,9,9,9,8,5,5,4,8,7,6,9,9,9,8,7,7,5,5,4,6,5,6,1,1,1,10,9,9,10,10,9,8,8,8,8,7,7,5,6,7,9,10,9,4,6,8,3,5,8,6,5,4,5,5,3,3,3
sf,svn,microemulator,/trunk/microemulator/microemu-midp/src/main/java/org/microemu/device/ui/ChoiceGroupUI.java,clean,java,IssueTrue,12015,58,1441,4,1,4,2,6,10,3,6,5,5,9,9,7,5,5,4,10,10,10,2,1,1,9,9,7,6,5,6,8,7,7,8,6,6,1,1,1,8,8,8,8,7,7,3,3,4,3,2,4,1,2,2,5,8,8,8,7,4,5,5,2,3,3
sf,svn,microemulator,/trunk/microemulator/microemu-midp/src/main/java/org/microemu/device/ui/ImageStringItemUI.java,clean,java,IssueTrue,12015,58,1441,4,1,4,1,2,10,3,2,1,1,9,9,7,2,2,2,10,10,10,2,1,1,9,9,7,6,5,6,2,2,2,2,1,1,1,1,1,8,8,8,8,7,7,3,3,2,3,2,2,1,1,2,3,5,9,8,7,4,5,5,2,2,2
sf,svn,microemulator,/trunk/microemulator/microemu-midp/src/main/java/org/microemu/util/RecordStoreImpl.java,buggy,java,IssueTrue,12015,58,1441,4,10,6,9,9,3,10,10,10,10,9,9,7,9,8,7,9,9,9,9,8,7,9,9,7,10,10,9,10,10,10,10,10,9,10,10,10,8,8,8,10,8,8,7,7,9,9,8,10,6,7,9,3,5,7,6,5,7,7,6,10,9,8
