Host,Vcs,Project,File,Buggy,PL,IssueTracking,TLOC,TNF,TNC,TND,LOC,CL,NStmt,NFunc,RCC,MNL,avg_WMC,max_WMC,total_WMC,avg_DIT,max_DIT,total_DIT,avg_RFC,max_RFC,total_RFC,avg_NOC,max_NOC,total_NOC,avg_CBO,max_CBO,total_CBO,avg_DIT.1,max_DIT.1,total_DIT.1,avg_NIV,max_NIV,total_NIV,avg_NIM,max_NIM,total_NIM,avg_NOM,max_NOM,total_NOM,avg_NPBM,max_NPBM,total_NPBM,avg_NPM,max_NPM,total_NPM,avg_NPRM,max_NPRM,total_NPRM,avg_CC,max_CC,total_CC,avg_FANIN,max_FANIN,total_FANIN,avg_FANOUT,max_FANOUT,total_FANOUT,NRev,NFix,avg_AddedLOC,max_AddedLOC,total_AddedLOC,avg_DeletedLOC,max_DeletedLOC,total_DeletedLOC,avg_ModifiedLOC,max_ModifiedLOC,total_ModifiedLOC
gc,svn,unimrcp,/trunk/build/uni_version.h,clean,c,IssueTrue,24981,138,1601,5,1,6,1,2,1,3,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,10,10,10,6,6,6,10,10,10,10,10,10,10,10,10,10,10,10,8,8,9,2,1,2,2,2,2,3,1,2,3,5,3,3,3,4,4,4,3,3,3
gc,svn,unimrcp,/trunk/libs/apr-toolkit/include/apt_cyclic_queue.h,clean,c,IssueTrue,24981,138,1601,5,1,7,1,2,10,3,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,10,10,10,6,6,6,10,10,10,10,10,10,10,10,10,10,10,10,8,8,9,2,1,2,2,2,2,3,1,2,3,5,4,3,3,4,4,4,1,2,2
gc,svn,unimrcp,/trunk/libs/apr-toolkit/include/apt_log.h,clean,c,IssueTrue,24981,138,1601,5,3,9,1,3,10,3,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,10,10,10,6,6,6,10,10,10,10,10,10,10,10,10,10,10,10,8,8,9,3,3,2,2,2,2,3,2,2,6,5,7,6,6,4,4,4,5,7,6
gc,svn,unimrcp,/trunk/libs/apr-toolkit/include/apt_net_client_task.h,clean,c,IssueTrue,24981,138,1601,5,2,8,2,2,10,3,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,10,10,10,8,8,9,10,10,10,10,10,10,10,10,10,10,10,10,8,8,9,2,1,2,2,2,2,3,1,2,5,5,5,5,4,6,6,6,8,7,7
gc,svn,unimrcp,/trunk/libs/apr-toolkit/include/apt_net_server_task.h,clean,c,IssueTrue,24981,138,1601,5,2,8,2,2,10,3,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,10,10,10,9,8,9,10,10,10,10,10,10,10,10,10,10,10,10,8,8,9,2,1,2,2,2,2,3,1,2,5,5,5,5,4,6,6,6,9,8,7
gc,svn,unimrcp,/trunk/libs/apr-toolkit/include/apt_nlsml_doc.h,clean,c,IssueTrue,24981,138,1601,5,1,4,1,2,10,3,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,10,10,10,6,6,6,10,10,10,10,10,10,10,10,10,10,10,10,8,8,9,2,1,2,2,2,2,3,1,2,5,5,4,4,4,4,4,4,5,6,5
gc,svn,unimrcp,/trunk/libs/apr-toolkit/include/apt_obj_list.h,clean,c,IssueTrue,24981,138,1601,5,2,8,1,2,10,3,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,10,10,10,6,6,6,10,10,10,10,10,10,10,10,10,10,10,10,8,8,9,2,1,2,2,2,2,3,1,2,3,5,4,3,3,6,5,5,1,2,2
gc,svn,unimrcp,/trunk/libs/apr-toolkit/include/apt_task.h,clean,c,IssueTrue,24981,138,1601,5,3,9,2,3,10,3,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,9,3,3,2,2,2,2,9,5,4,3,5,8,6,6,4,4,4,1,2,2
gc,svn,unimrcp,/trunk/libs/apr-toolkit/include/apt_text_stream.h,clean,c,IssueTrue,24981,138,1601,5,4,8,3,7,9,5,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,10,10,10,8,7,7,10,10,10,10,10,10,10,10,10,10,10,10,8,8,9,4,4,5,6,8,7,3,4,5,5,5,3,3,3,9,9,8,6,6,5
gc,svn,unimrcp,/trunk/libs/apr-toolkit/src/apt_cyclic_queue.c,clean,c,IssueTrue,24981,138,1601,5,4,2,4,7,4,7,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,10,10,10,6,6,6,10,10,10,10,10,10,10,10,10,10,10,10,8,8,9,5,5,5,4,5,5,5,5,6,5,5,8,7,7,5,5,5,6,7,5
