Host,Vcs,Project,File,Buggy,PL,IssueTracking,TLOC,TNF,TNC,TND,LOC,CL,NStmt,NFunc,RCC,MNL,avg_WMC,max_WMC,total_WMC,avg_DIT,max_DIT,total_DIT,avg_RFC,max_RFC,total_RFC,avg_NOC,max_NOC,total_NOC,avg_CBO,max_CBO,total_CBO,avg_DIT.1,max_DIT.1,total_DIT.1,avg_NIV,max_NIV,total_NIV,avg_NIM,max_NIM,total_NIM,avg_NOM,max_NOM,total_NOM,avg_NPBM,max_NPBM,total_NPBM,avg_NPM,max_NPM,total_NPM,avg_NPRM,max_NPRM,total_NPRM,avg_CC,max_CC,total_CC,avg_FANIN,max_FANIN,total_FANIN,avg_FANOUT,max_FANOUT,total_FANOUT,NRev,NFix,avg_AddedLOC,max_AddedLOC,total_AddedLOC,avg_DeletedLOC,max_DeletedLOC,total_DeletedLOC,avg_ModifiedLOC,max_ModifiedLOC,total_ModifiedLOC
gc,svn,gogglesmm,/trunk/src/GMAbout.cpp,clean,cpp,IssueTrue,20513,72,1061,1,3,2,3,3,7,3,7,7,7,5,6,5,4,5,5,9,9,9,6,6,6,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,9,9,3,3,2,8,5,4,6,6,3,7,5,3,3,3,8,8,8,2,3,5
gc,svn,gogglesmm,/trunk/src/GMAbout.h,clean,cpp,IssueTrue,20513,72,1061,1,1,3,1,3,10,3,7,7,7,8,7,7,6,6,6,9,9,9,6,6,7,8,7,7,7,7,7,9,8,8,8,8,8,7,7,7,9,9,9,10,10,10,3,3,2,2,2,2,2,3,2,3,5,3,3,3,7,6,6,2,2,2
gc,svn,gogglesmm,/trunk/src/GMApp.cpp,clean,cpp,IssueTrue,20513,72,1061,1,6,3,4,6,5,8,7,7,7,5,6,5,4,5,5,9,9,9,6,6,6,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,9,9,6,6,5,8,10,7,4,5,5,10,9,9,9,9,9,9,10,6,7,9
gc,svn,gogglesmm,/trunk/src/GMAudioScrobbler.cpp,buggy,cpp,IssueTrue,20513,72,1061,1,9,7,8,9,2,8,7,7,7,5,6,5,4,5,5,9,9,9,6,6,6,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,9,9,8,6,9,6,6,9,6,7,9,6,8,5,5,5,10,9,9,9,8,8
gc,svn,gogglesmm,/trunk/src/GMAudioScrobbler.h,clean,cpp,IssueTrue,20513,72,1061,1,5,2,3,4,5,3,10,10,10,6,7,7,6,8,8,9,9,9,7,8,8,6,7,7,9,10,10,9,10,10,9,10,10,8,9,9,10,10,10,8,9,9,3,3,3,4,4,3,3,4,3,3,5,4,3,3,5,5,5,10,8,8
gc,svn,gogglesmm,/trunk/src/GMDatabaseSource.cpp,buggy,cpp,IssueTrue,20513,72,1061,1,10,8,10,9,2,10,9,9,9,8,7,8,6,6,7,9,9,9,10,10,10,8,7,8,10,10,10,8,8,9,8,8,9,7,8,8,10,9,10,10,10,10,9,9,10,6,9,10,8,10,10,10,10,3,3,3,5,5,5,2,2,2
gc,svn,gogglesmm,/trunk/src/GMDatabaseSource.h,clean,cpp,IssueTrue,20513,72,1061,1,5,2,3,5,5,3,10,10,10,8,9,9,10,9,9,10,10,10,10,10,10,8,9,9,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,3,3,3,3,5,4,2,3,3,3,5,3,3,3,8,6,7,2,2,2
gc,svn,gogglesmm,/trunk/src/GMEQDialog.cpp,clean,cpp,IssueTrue,20513,72,1061,1,7,4,7,6,3,10,7,7,7,5,6,5,4,5,5,9,9,9,6,6,6,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,9,9,8,5,6,6,5,6,8,6,7,9,9,10,10,10,9,9,10,10,10,10
gc,svn,gogglesmm,/trunk/src/GMIconTheme.cpp,buggy,cpp,IssueTrue,20513,72,1061,1,9,5,7,7,2,6,7,7,7,8,7,7,4,5,5,9,9,9,6,6,6,8,7,7,6,6,6,6,7,6,6,6,6,7,7,7,9,9,9,8,9,9,5,4,5,9,9,8,6,5,7,3,8,8,6,5,5,5,5,2,2,2
gc,svn,gogglesmm,/trunk/src/GMImportDialog.cpp,buggy,cpp,IssueTrue,20513,72,1061,1,8,3,7,6,2,6,8,7,8,8,7,8,5,5,6,9,9,9,7,7,8,8,7,8,7,7,7,8,8,9,8,8,9,7,7,8,10,9,10,10,10,10,7,7,6,5,5,6,5,6,6,7,9,4,5,4,7,6,7,9,9,9
gc,svn,gogglesmm,/trunk/src/GMList.cpp,buggy,cpp,IssueTrue,20513,72,1061,1,7,7,6,7,6,10,7,7,7,5,6,5,4,5,5,9,9,9,6,6,6,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,9,9,9,8,8,6,5,7,6,6,7,9,9,5,6,5,10,9,10,5,6,7
gc,svn,gogglesmm,/trunk/src/GMList.h,clean,cpp,IssueTrue,20513,72,1061,1,4,4,3,5,7,3,8,9,9,8,9,10,8,8,9,9,10,10,6,7,8,8,9,10,7,8,9,9,10,10,9,10,10,7,8,9,10,10,10,10,10,10,3,3,3,3,3,4,2,3,3,3,5,3,3,3,10,9,9,2,2,2
gc,svn,gogglesmm,/trunk/src/GMNotifyDaemon.cpp,clean,cpp,IssueTrue,20513,72,1061,1,1,2,1,2,1,3,7,7,7,5,6,5,4,5,5,9,9,9,6,6,6,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,9,9,2,2,2,2,2,2,1,2,2,3,5,10,10,9,7,6,6,10,9,9
gc,svn,gogglesmm,/trunk/src/GMNotifyDaemon.h,clean,cpp,IssueTrue,20513,72,1061,1,2,2,1,2,9,3,7,7,7,8,7,7,5,5,6,9,9,9,6,6,6,8,7,7,8,8,7,9,8,8,9,8,8,9,8,8,10,10,10,10,10,9,2,2,2,2,2,2,1,2,2,3,5,6,5,4,5,5,5,8,6,6
gc,svn,gogglesmm,/trunk/src/GMPlayListSource.cpp,buggy,cpp,IssueTrue,20513,72,1061,1,8,5,7,8,2,6,7,7,7,8,7,7,5,5,6,9,9,9,6,6,7,8,7,7,6,6,6,8,8,7,8,7,7,7,7,7,10,9,9,10,10,9,7,6,7,5,4,8,6,8,8,7,9,10,9,9,9,9,9,9,9,9
gc,svn,gogglesmm,/trunk/src/GMPlayListSource.h,clean,cpp,IssueTrue,20513,72,1061,1,3,2,2,4,8,3,10,10,10,10,10,9,10,10,9,9,9,9,10,10,10,10,10,9,8,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,4,3,3,2,3,3,2,3,3,3,5,8,6,6,7,6,6,2,2,2
gc,svn,gogglesmm,/trunk/src/GMPlayer.cpp,clean,cpp,IssueTrue,20513,72,1061,1,9,8,8,9,4,9,7,7,7,5,6,5,4,5,5,9,9,9,6,6,6,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,9,9,7,9,9,5,7,10,4,8,9,6,8,7,6,6,9,8,9,4,3,5
gc,svn,gogglesmm,/trunk/src/GMPlayerManager.cpp,buggy,cpp,IssueTrue,20513,72,1061,1,10,9,9,9,4,8,7,7,7,5,6,5,4,5,5,9,9,9,6,6,6,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,9,9,8,8,10,9,10,10,6,8,10,10,10,10,10,10,10,10,10,8,10,10
gc,svn,gogglesmm,/trunk/src/GMPlayerManager.h,buggy,cpp,IssueTrue,20513,72,1061,1,6,3,4,6,5,3,10,10,10,8,7,7,10,9,9,9,9,9,10,10,10,8,7,7,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,3,3,4,10,10,8,2,3,3,3,5,5,4,4,5,5,5,8,6,6
gc,svn,gogglesmm,/trunk/src/GMPreferences.cpp,buggy,cpp,IssueTrue,20513,72,1061,1,7,5,5,6,4,4,7,7,7,5,6,5,4,5,5,9,9,9,6,6,6,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,9,9,4,4,4,10,10,9,9,9,7,6,9,5,5,5,9,8,8,2,3,4
gc,svn,gogglesmm,/trunk/src/GMPreferencesDialog.cpp,buggy,cpp,IssueTrue,20513,72,1061,1,10,9,9,7,4,9,7,7,7,5,6,5,4,5,5,9,9,9,6,6,6,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,9,9,9,10,9,9,8,9,10,10,9,10,9,6,6,7,8,8,8,10,9,10
gc,svn,gogglesmm,/trunk/src/GMRemote.cpp,clean,cpp,IssueTrue,20513,72,1061,1,6,5,5,6,7,4,7,7,7,5,6,5,4,5,5,9,9,9,6,6,6,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,9,9,4,4,4,5,5,6,4,5,5,6,9,4,4,4,5,5,5,5,5,5
gc,svn,gogglesmm,/trunk/src/GMSearch.cpp,clean,cpp,IssueTrue,20513,72,1061,1,9,4,7,8,2,9,8,9,9,8,10,10,6,7,9,10,10,10,8,9,10,8,10,10,8,8,9,7,8,9,7,7,9,7,8,9,10,10,10,8,9,9,6,6,8,7,7,9,6,8,8,8,10,6,5,6,7,7,8,8,9,9
gc,svn,gogglesmm,/trunk/src/GMSource.cpp,clean,cpp,IssueTrue,20513,72,1061,1,4,2,2,7,7,4,7,7,7,5,6,5,4,5,5,9,9,9,6,6,6,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,9,9,3,4,4,3,4,5,2,4,4,3,8,3,3,3,7,6,6,2,2,2
gc,svn,gogglesmm,/trunk/src/GMSourceView.cpp,clean,cpp,IssueTrue,20513,72,1061,1,7,3,5,8,2,8,7,7,7,5,6,5,4,5,5,9,9,9,6,6,6,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,9,9,6,5,7,4,4,7,5,6,7,8,8,7,7,7,5,6,6,9,8,9
gc,svn,gogglesmm,/trunk/src/GMStreamSource.cpp,clean,cpp,IssueTrue,20513,72,1061,1,7,3,5,6,3,6,7,7,7,5,6,5,4,5,5,9,9,9,6,6,6,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,9,9,6,6,6,3,3,4,7,8,7,7,9,3,3,3,5,6,6,8,8,8
gc,svn,gogglesmm,/trunk/src/GMTag.cpp,buggy,cpp,IssueTrue,20513,72,1061,1,8,6,6,5,3,8,7,7,7,5,6,5,4,5,5,9,9,9,6,6,6,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,9,9,10,9,7,9,7,7,10,10,7,8,9,6,6,6,10,10,10,5,7,7
gc,svn,gogglesmm,/trunk/src/GMTrackDatabase.cpp,clean,cpp,IssueTrue,20513,72,1061,1,10,10,10,10,3,6,7,7,7,5,6,5,4,5,5,9,9,9,6,6,6,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,9,9,8,8,10,7,9,10,6,10,10,8,9,3,3,3,5,5,5,2,2,2
gc,svn,gogglesmm,/trunk/src/GMTrackDatabase.h,clean,cpp,IssueTrue,20513,72,1061,1,6,9,5,3,10,3,10,10,10,5,6,5,10,9,9,9,9,9,9,9,9,5,6,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,9,9,3,3,2,10,5,3,2,3,2,3,5,3,3,3,5,5,5,6,5,5
gc,svn,gogglesmm,/trunk/src/GMTrackList.cpp,clean,cpp,IssueTrue,20513,72,1061,1,10,10,10,10,6,10,7,7,7,5,6,5,4,5,5,9,9,9,6,6,6,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,9,9,9,10,10,6,6,10,5,8,10,3,8,3,3,3,5,5,5,6,5,5
gc,svn,gogglesmm,/trunk/src/GMTrackView.cpp,buggy,cpp,IssueTrue,20513,72,1061,1,10,7,10,10,2,9,8,8,8,9,9,8,6,6,6,9,9,9,6,6,6,9,9,8,6,6,6,8,8,8,8,8,8,8,7,7,9,9,9,10,10,10,8,7,10,7,8,10,7,9,10,10,10,3,3,3,5,5,5,2,2,2
