Host,Vcs,Project,File,Buggy,PL,IssueTracking,TLOC,TNF,TNC,TND,LOC,CL,NStmt,NFunc,RCC,MNL,avg_WMC,max_WMC,total_WMC,avg_DIT,max_DIT,total_DIT,avg_RFC,max_RFC,total_RFC,avg_NOC,max_NOC,total_NOC,avg_CBO,max_CBO,total_CBO,avg_DIT.1,max_DIT.1,total_DIT.1,avg_NIV,max_NIV,total_NIV,avg_NIM,max_NIM,total_NIM,avg_NOM,max_NOM,total_NOM,avg_NPBM,max_NPBM,total_NPBM,avg_NPM,max_NPM,total_NPM,avg_NPRM,max_NPRM,total_NPRM,avg_CC,max_CC,total_CC,avg_FANIN,max_FANIN,total_FANIN,avg_FANOUT,max_FANOUT,total_FANOUT,NRev,NFix,avg_AddedLOC,max_AddedLOC,total_AddedLOC,avg_DeletedLOC,max_DeletedLOC,total_DeletedLOC,avg_ModifiedLOC,max_ModifiedLOC,total_ModifiedLOC
sf,svn,krusader,/trunk/krusader_kde4/krusader/ActionMan/actionproperty.cpp,clean,cpp,IssueFalse,17444,57,7373,14,8,3,8,8,1,6,7,7,7,7,8,5,5,5,5,9,9,9,6,6,6,7,8,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,8,9,9,3,6,6,9,8,9,2,4,8,6,6,4,4,4,2,1,2
sf,svn,krusader,/trunk/krusader_kde4/krusader/BookMan/krbookmark.cpp,clean,cpp,IssueFalse,17444,57,7373,14,4,1,4,6,1,7,7,7,7,7,8,5,5,5,5,9,9,9,6,6,6,7,8,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,7,6,6,5,7,7,7,5,6,2,6,3,3,3,4,4,4,3,3,3
sf,svn,krusader,/trunk/krusader_kde4/krusader/BookMan/krbookmarkhandler.cpp,clean,cpp,IssueFalse,17444,57,7373,14,8,7,9,8,2,9,7,7,7,7,8,5,5,5,5,9,9,9,6,6,6,7,8,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,9,9,9,5,7,8,10,9,9,2,6,5,4,4,4,4,4,2,1,2
sf,svn,krusader,/trunk/krusader_kde4/krusader/KViewer/krviewer.cpp,clean,cpp,IssueFalse,17444,57,7373,14,8,7,9,9,2,9,7,7,7,7,8,5,5,5,5,9,9,9,6,6,6,7,8,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,9,8,9,7,9,10,9,10,10,3,6,8,6,7,5,5,5,7,6,6
sf,svn,krusader,/trunk/krusader_kde4/krusader/KViewer/panelviewer.cpp,clean,cpp,IssueFalse,17444,57,7373,14,7,2,8,8,1,9,7,7,7,7,8,5,5,5,5,9,9,9,6,6,6,7,8,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,9,9,9,3,5,7,9,7,9,3,9,5,5,5,4,4,4,5,5,5
sf,svn,krusader,/trunk/krusader_kde4/krusader/Konfigurator/kggeneral.cpp,clean,cpp,IssueFalse,17444,57,7373,14,5,5,6,4,4,6,7,7,7,7,8,5,5,5,5,9,9,9,6,6,6,7,8,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,6,5,4,4,5,5,9,8,6,2,4,5,4,4,4,4,4,5,4,4
sf,svn,krusader,/trunk/krusader_kde4/krusader/Konfigurator/kgprotocols.cpp,clean,cpp,IssueFalse,17444,57,7373,14,8,6,8,8,3,7,7,7,7,7,8,5,5,5,5,9,9,9,6,6,6,7,8,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,8,7,8,5,7,8,9,7,9,2,6,3,3,3,4,4,4,3,3,3
sf,svn,krusader,/trunk/krusader_kde4/krusader/Konfigurator/konfigurator.cpp,clean,cpp,IssueFalse,17444,57,7373,14,6,6,6,7,4,7,7,7,7,7,8,5,5,5,5,9,9,9,6,6,6,7,8,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,6,7,7,4,7,7,8,8,7,4,6,9,8,8,4,4,4,3,4,5
sf,svn,krusader,/trunk/krusader_kde4/krusader/Panel/krbriefview.cpp,clean,cpp,IssueFalse,17444,57,7373,14,10,8,10,10,2,10,7,7,7,7,8,5,5,5,5,9,9,9,6,6,6,7,8,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,9,10,10,5,8,10,9,10,10,2,4,5,4,4,4,4,4,7,6,5
sf,svn,krusader,/trunk/krusader_kde4/krusader/Panel/krdetailedview.cpp,clean,cpp,IssueFalse,17444,57,7373,14,10,9,10,10,3,10,7,7,7,7,8,5,5,5,5,9,9,9,6,6,6,7,8,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,9,10,10,6,8,10,9,10,10,3,4,4,4,4,4,4,4,8,8,7
sf,svn,krusader,/trunk/krusader_kde4/krusader/Panel/krdetailedview.h,clean,cpp,IssueFalse,17444,57,7373,14,5,6,6,7,6,4,10,10,10,10,10,8,9,10,10,9,9,9,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,9,3,4,5,3,3,5,3,3,5,2,4,3,3,3,4,4,4,3,3,3
sf,svn,krusader,/trunk/krusader_kde4/krusader/Panel/krinterview.cpp,buggy,cpp,IssueFalse,17444,57,7373,14,6,2,5,9,2,4,8,7,7,10,10,7,7,7,7,9,9,9,7,7,7,10,10,7,8,7,7,8,8,7,8,8,7,9,8,8,9,9,9,8,8,9,4,4,8,2,6,6,3,4,6,2,4,6,5,5,4,4,4,3,3,3
sf,svn,krusader,/trunk/krusader_kde4/krusader/Panel/krinterview.h,buggy,cpp,IssueFalse,17444,57,7373,14,2,1,3,2,1,2,9,9,9,10,10,7,9,9,9,9,9,9,9,9,9,10,10,7,8,7,7,10,10,9,10,10,9,10,10,10,10,10,10,8,8,9,3,3,2,5,3,3,3,3,2,2,4,4,3,3,4,4,4,2,1,2
sf,svn,krusader,/trunk/krusader_kde4/krusader/Panel/krpopupmenu.cpp,clean,cpp,IssueFalse,17444,57,7373,14,7,7,8,5,4,9,7,7,7,7,8,5,5,5,5,9,9,9,6,6,6,7,8,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,10,10,9,8,8,7,10,10,8,3,6,3,3,3,4,4,4,6,5,5
