Host,Vcs,Project,File,Buggy,PL,IssueTracking,TLOC,TNF,TNC,TND,LOC,CL,NStmt,NFunc,RCC,MNL,avg_WMC,max_WMC,total_WMC,avg_DIT,max_DIT,total_DIT,avg_RFC,max_RFC,total_RFC,avg_NOC,max_NOC,total_NOC,avg_CBO,max_CBO,total_CBO,avg_DIT.1,max_DIT.1,total_DIT.1,avg_NIV,max_NIV,total_NIV,avg_NIM,max_NIM,total_NIM,avg_NOM,max_NOM,total_NOM,avg_NPBM,max_NPBM,total_NPBM,avg_NPM,max_NPM,total_NPM,avg_NPRM,max_NPRM,total_NPRM,avg_CC,max_CC,total_CC,avg_FANIN,max_FANIN,total_FANIN,avg_FANOUT,max_FANOUT,total_FANOUT,NRev,NFix,avg_AddedLOC,max_AddedLOC,total_AddedLOC,avg_DeletedLOC,max_DeletedLOC,total_DeletedLOC,avg_ModifiedLOC,max_ModifiedLOC,total_ModifiedLOC
gc,svn,tradelink,/trunk/ASP/ASPOptions.Designer.cs,clean,cs,IssueTrue,22119,137,2343,13,5,5,6,3,8,4,2,2,2,6,5,5,5,5,4,9,9,9,10,10,8,6,5,5,9,9,8,6,7,6,6,6,6,6,6,1,10,10,9,9,9,9,5,4,3,9,5,4,9,8,4,7,9,9,8,9,10,9,10,5,6,7
gc,svn,tradelink,/trunk/ASP/Properties/Settings.Designer.cs,clean,cs,IssueTrue,22119,137,2343,13,3,1,3,5,6,2,1,1,1,9,9,8,5,5,4,9,9,9,9,8,3,9,9,8,6,6,3,6,6,6,6,6,6,6,6,1,9,9,9,8,8,9,3,3,4,3,4,5,2,2,3,3,5,8,6,5,4,4,4,2,2,2
gc,svn,tradelink,/trunk/ASP/asp.Designer.cs,clean,cs,IssueTrue,22119,137,2343,13,6,7,7,3,8,4,10,10,10,9,9,8,10,9,10,9,9,9,10,10,10,9,9,8,10,10,10,10,10,10,10,10,10,6,6,2,10,10,9,10,10,10,5,4,3,10,9,6,10,8,4,6,10,9,9,8,8,8,7,9,8,7
gc,svn,tradelink,/trunk/ASP/asp.cs,buggy,cs,IssueTrue,22119,137,2343,13,10,10,10,9,8,9,1,1,1,1,1,2,4,5,3,9,9,9,6,6,1,1,1,2,6,6,3,6,6,6,6,6,6,6,6,1,9,9,9,8,8,9,8,8,10,8,9,10,5,9,10,10,10,9,10,10,9,10,10,9,10,10
gc,svn,tradelink,/trunk/BrokerServers/AnvilServer/AVL_TLWM.cpp,buggy,cs,IssueTrue,22119,137,2343,13,10,10,10,8,7,8,1,1,1,1,1,2,4,5,3,9,9,9,6,6,1,1,1,2,6,6,3,6,6,6,6,6,6,6,6,1,9,9,9,8,8,9,10,10,10,7,7,9,8,10,10,10,10,9,9,10,9,10,10,8,10,10
gc,svn,tradelink,/trunk/BrokerServers/AnvilServer/AVL_TLWM.h,buggy,cs,IssueTrue,22119,137,2343,13,3,1,4,3,1,2,10,10,10,6,5,5,10,9,10,9,9,9,6,6,2,6,5,5,10,9,9,10,10,10,10,10,10,9,9,8,10,10,10,8,8,9,3,3,2,2,2,2,2,2,2,8,8,5,6,6,7,7,7,2,5,4
gc,svn,tradelink,/trunk/BrokerServers/ServerGenesis/ServerGenesis.cpp,buggy,cs,IssueTrue,22119,137,2343,13,8,3,8,7,2,8,1,1,1,1,1,2,4,5,3,9,9,9,6,6,1,1,1,2,6,6,3,6,6,6,6,6,6,6,6,1,9,9,9,8,8,9,9,9,9,7,8,9,6,8,8,10,10,9,9,10,9,10,10,8,9,10
gc,svn,tradelink,/trunk/BrokerServers/ServerGenesis/ServerGenesis.h,buggy,cs,IssueTrue,22119,137,2343,13,3,1,3,2,6,2,10,9,9,6,5,5,10,9,10,9,9,9,7,7,2,6,5,5,10,9,9,10,10,9,10,10,9,10,10,9,9,9,9,9,9,9,1,1,2,1,2,2,2,1,2,9,10,6,6,8,8,9,8,4,7,7
gc,svn,tradelink,/trunk/BrokerServers/ServerGenesis/StkWrap.cpp,buggy,cs,IssueTrue,22119,137,2343,13,6,2,7,6,3,4,1,1,1,1,1,2,4,5,3,9,9,9,6,6,1,1,1,2,6,6,3,6,6,6,6,6,6,6,6,1,9,9,9,8,8,9,6,6,7,9,8,9,8,7,8,9,10,8,9,9,9,10,10,9,10,9
gc,svn,tradelink,/trunk/BrokerServers/ServerGenesis/StkWrap.h,clean,cs,IssueTrue,22119,137,2343,13,2,1,2,2,1,2,8,7,6,6,5,5,9,7,8,9,9,9,7,7,2,6,5,5,8,7,6,9,9,9,9,9,9,7,7,4,10,10,10,8,8,9,1,1,2,1,2,2,2,1,2,6,10,5,6,5,9,8,8,5,6,5
