Host,Vcs,Project,File,Buggy,PL,IssueTracking,TLOC,TNF,TNC,TND,LOC,CL,NStmt,NFunc,RCC,MNL,avg_WMC,max_WMC,total_WMC,avg_DIT,max_DIT,total_DIT,avg_RFC,max_RFC,total_RFC,avg_NOC,max_NOC,total_NOC,avg_CBO,max_CBO,total_CBO,avg_DIT.1,max_DIT.1,total_DIT.1,avg_NIV,max_NIV,total_NIV,avg_NIM,max_NIM,total_NIM,avg_NOM,max_NOM,total_NOM,avg_NPBM,max_NPBM,total_NPBM,avg_NPM,max_NPM,total_NPM,avg_NPRM,max_NPRM,total_NPRM,avg_CC,max_CC,total_CC,avg_FANIN,max_FANIN,total_FANIN,avg_FANOUT,max_FANOUT,total_FANOUT,NRev,NFix,avg_AddedLOC,max_AddedLOC,total_AddedLOC,avg_DeletedLOC,max_DeletedLOC,total_DeletedLOC,avg_ModifiedLOC,max_ModifiedLOC,total_ModifiedLOC
sf,cvs,ldview,ldview/LDView/CUI/CUIWindow.cpp,clean,cpp,IssueTrue,57422,74,4566,3,10,5,9,10,1,9,7,7,7,7,7,5,4,4,5,9,9,9,6,6,6,7,7,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,9,10,10,6,7,10,5,9,10,8,6,3,3,3,4,4,4,2,2,2
sf,cvs,ldview,ldview/LDView/CUI/CUIWindow.h,clean,cpp,IssueTrue,57422,74,4566,3,4,1,5,6,1,3,10,10,10,10,9,7,10,10,10,10,10,10,7,7,7,10,9,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,3,3,3,3,4,4,2,3,3,6,6,6,6,7,5,5,5,2,5,4
sf,cvs,ldview,ldview/LDView/LDExporter/LDPovExporter.cpp,buggy,cpp,IssueTrue,57422,74,4566,3,10,7,10,10,2,10,7,7,7,7,7,5,4,4,5,9,9,9,6,6,6,7,7,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,9,10,10,7,9,10,7,9,10,9,9,3,3,3,4,4,4,2,2,2
sf,cvs,ldview,ldview/LDView/LDExporter/LDPovExporter.h,clean,cpp,IssueTrue,57422,74,4566,3,5,1,6,4,1,3,10,10,10,8,9,8,9,10,10,9,10,10,7,10,10,8,9,8,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,8,8,9,3,3,3,2,2,2,2,3,2,8,9,6,7,8,5,6,6,7,8,8
sf,cvs,ldview,ldview/LDView/LDLib/LDModelParser.cpp,buggy,cpp,IssueTrue,57422,74,4566,3,8,2,7,9,1,10,7,7,7,7,7,5,4,4,5,9,9,9,6,6,6,7,7,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,7,7,8,5,6,8,8,10,9,3,6,4,3,4,7,7,6,6,6,5
sf,cvs,ldview,ldview/LDView/LDLib/LDPreferences.cpp,clean,cpp,IssueTrue,57422,74,4566,3,9,5,9,10,2,8,7,7,7,7,7,5,4,4,5,9,9,9,6,6,6,7,7,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,6,7,9,9,8,10,6,7,10,6,6,9,9,9,10,10,9,10,10,10
sf,cvs,ldview,ldview/LDView/LDLib/LDPreferences.h,clean,cpp,IssueTrue,57422,74,4566,3,6,2,7,10,2,3,10,10,10,10,9,7,10,10,10,9,9,9,9,9,9,10,9,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,9,3,3,6,6,5,9,2,3,6,5,4,5,5,5,4,4,4,6,8,7
sf,cvs,ldview,ldview/LDView/LDLib/LDSnapshotTaker.cpp,buggy,cpp,IssueTrue,57422,74,4566,3,8,2,7,8,1,10,8,8,8,7,7,5,4,4,5,9,9,9,6,6,7,7,7,5,9,8,8,6,7,6,6,6,6,7,7,7,9,9,9,8,8,9,10,9,8,7,6,7,9,9,9,5,6,9,8,9,8,8,8,9,8,8
sf,cvs,ldview,ldview/LDView/LDLib/LDUserDefaultsKeys.h,buggy,cpp,IssueTrue,57422,74,4566,3,1,2,1,2,1,3,7,7,7,7,7,5,4,4,5,9,9,9,6,6,6,7,7,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,1,2,2,2,2,2,2,2,2,6,4,4,4,5,4,4,4,2,2,2
sf,cvs,ldview,ldview/LDView/LDLib/LDrawModelViewer.cpp,buggy,cpp,IssueTrue,57422,74,4566,3,10,9,10,10,2,9,7,7,7,7,7,5,4,4,5,9,9,9,6,6,6,7,7,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,8,9,10,8,9,10,8,10,10,9,9,3,3,3,4,4,4,2,2,2
sf,cvs,ldview,ldview/LDView/LDLib/LDrawModelViewer.h,buggy,cpp,IssueTrue,57422,74,4566,3,7,2,8,10,1,4,10,10,10,8,9,7,10,10,10,9,9,9,9,10,10,8,9,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,9,3,4,8,4,6,9,2,4,7,8,8,6,6,7,4,4,4,2,3,4
sf,cvs,ldview,ldview/LDView/LDLoader/LDLActionLine.cpp,clean,cpp,IssueTrue,57422,74,4566,3,1,1,2,4,1,4,7,7,7,7,7,5,4,4,5,9,9,9,6,6,6,7,7,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,5,4,3,5,3,3,6,4,4,3,4,7,6,6,7,6,6,4,5,4
sf,cvs,ldview,ldview/LDView/LDLoader/LDLActionLine.h,clean,cpp,IssueTrue,57422,74,4566,3,1,1,2,5,1,3,9,8,8,10,10,8,10,10,9,9,9,9,7,7,7,10,10,8,7,7,7,10,9,9,10,9,9,9,9,9,10,10,10,8,8,9,3,3,3,3,3,3,2,3,3,2,4,8,6,5,4,4,4,6,5,4
sf,cvs,ldview,ldview/LDView/LDLoader/LDLCommentLine.cpp,buggy,cpp,IssueTrue,57422,74,4566,3,6,3,5,8,2,10,7,7,7,7,7,5,4,4,5,9,9,9,6,6,6,7,7,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,8,6,7,4,4,6,5,5,6,3,4,9,8,7,9,8,8,2,3,3
sf,cvs,ldview,ldview/LDView/LDLoader/LDLFileLine.cpp,clean,cpp,IssueTrue,57422,74,4566,3,3,1,3,7,2,5,7,7,7,7,7,5,4,4,5,9,9,9,6,6,6,7,7,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,6,6,5,4,4,5,4,5,5,2,4,6,5,5,4,4,4,2,2,2
sf,cvs,ldview,ldview/LDView/LDLoader/LDLFileLine.h,clean,cpp,IssueTrue,57422,74,4566,3,2,1,3,6,2,3,10,9,9,10,9,7,10,9,9,10,10,10,7,7,7,10,9,7,9,8,8,10,10,10,10,10,10,10,10,10,10,10,10,8,8,9,3,3,3,4,4,4,2,3,3,3,4,5,4,4,4,4,4,2,2,2
sf,cvs,ldview,ldview/LDView/LDLoader/LDLMainModel.cpp,clean,cpp,IssueTrue,57422,74,4566,3,4,1,4,6,2,9,7,7,7,7,7,5,4,4,5,9,9,9,6,6,6,7,7,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,7,7,5,5,4,5,5,6,5,3,4,7,6,6,4,4,4,7,7,6
sf,cvs,ldview,ldview/LDView/LDLoader/LDLMainModel.h,clean,cpp,IssueTrue,57422,74,4566,3,2,1,4,8,2,3,10,10,9,10,10,8,10,10,9,9,9,9,9,8,8,10,10,8,9,9,8,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,3,3,4,4,3,6,2,3,4,3,4,8,7,7,4,4,4,2,2,2
sf,cvs,ldview,ldview/LDView/LDLoader/LDLModel.cpp,clean,cpp,IssueTrue,57422,74,4566,3,9,7,8,9,3,10,7,7,7,7,7,5,4,4,5,9,9,9,6,6,6,7,7,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,9,9,9,8,7,9,8,8,9,4,6,10,9,9,4,4,4,9,9,8
