Host,Vcs,Project,File,Buggy,PL,IssueTracking,TLOC,TNF,TNC,TND,LOC,CL,NStmt,NFunc,RCC,MNL,avg_WMC,max_WMC,total_WMC,avg_DIT,max_DIT,total_DIT,avg_RFC,max_RFC,total_RFC,avg_NOC,max_NOC,total_NOC,avg_CBO,max_CBO,total_CBO,avg_DIT.1,max_DIT.1,total_DIT.1,avg_NIV,max_NIV,total_NIV,avg_NIM,max_NIM,total_NIM,avg_NOM,max_NOM,total_NOM,avg_NPBM,max_NPBM,total_NPBM,avg_NPM,max_NPM,total_NPM,avg_NPRM,max_NPRM,total_NPRM,avg_CC,max_CC,total_CC,avg_FANIN,max_FANIN,total_FANIN,avg_FANOUT,max_FANOUT,total_FANOUT,NRev,NFix,avg_AddedLOC,max_AddedLOC,total_AddedLOC,avg_DeletedLOC,max_DeletedLOC,total_DeletedLOC,avg_ModifiedLOC,max_ModifiedLOC,total_ModifiedLOC
sf,cvs,open-beos,open-beos/current/headers/os/drivers/Drivers.h,clean,c,IssueTrue,164102,642,25002,39,5,9,4,1,8,3,7,7,7,8,9,5,8,9,9,9,9,9,8,6,6,8,9,5,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,8,8,9,2,2,2,2,2,2,2,2,2,3,8,3,3,3,5,5,5,9,7,7
sf,cvs,open-beos,open-beos/current/headers/os/drivers/KernelExport.h,clean,c,IssueTrue,164102,642,25002,39,3,7,4,1,9,3,7,7,7,8,9,5,8,9,9,9,9,9,9,6,7,8,9,5,8,8,8,6,6,6,6,6,6,6,6,9,9,9,9,8,8,9,2,2,2,2,2,2,2,2,2,5,5,3,3,3,5,5,5,3,3,4
sf,cvs,open-beos,open-beos/current/headers/os/drivers/bus/ISA.h,clean,c,IssueTrue,164102,642,25002,39,2,5,1,1,10,3,7,7,7,8,9,5,8,9,9,9,9,9,9,6,7,8,9,5,9,9,8,6,6,6,6,6,6,6,6,9,9,9,9,8,8,9,2,2,2,2,2,2,2,2,2,3,5,3,3,3,9,7,7,6,5,4
sf,cvs,open-beos,open-beos/current/headers/os/drivers/device_manager.h,clean,c,IssueTrue,164102,642,25002,39,6,10,4,1,10,3,7,7,7,8,9,5,8,9,9,9,9,9,9,6,7,8,9,5,10,10,10,6,6,6,6,6,6,6,6,9,9,9,9,8,8,9,2,2,2,2,2,2,2,2,2,3,5,10,10,10,5,5,5,3,3,3
sf,cvs,open-beos,open-beos/current/headers/os/drivers/fs_cache.h,clean,c,IssueTrue,164102,642,25002,39,1,1,1,1,6,3,7,7,7,8,9,5,8,9,9,9,9,9,8,6,6,8,9,5,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,8,8,9,2,2,2,2,2,2,2,2,2,3,5,3,3,3,5,5,5,3,3,3
sf,cvs,open-beos,open-beos/current/headers/os/drivers/fs_interface.h,clean,c,IssueTrue,164102,642,25002,39,5,3,5,1,3,3,7,7,7,8,9,5,8,9,9,9,9,9,9,6,7,8,9,5,10,10,10,6,6,6,6,6,6,6,6,9,9,9,9,8,8,9,2,2,2,2,2,2,2,2,2,7,5,6,6,6,8,7,7,7,6,7
sf,cvs,open-beos,open-beos/current/headers/os/drivers/pnp_devfs.h,clean,c,IssueTrue,164102,642,25002,39,1,5,2,1,10,3,7,7,7,8,9,5,8,9,9,9,9,9,9,6,7,8,9,5,10,9,9,6,6,6,6,6,6,6,6,9,9,9,9,8,8,9,2,2,2,2,2,2,2,2,2,3,5,3,3,3,5,5,5,5,4,4
sf,cvs,open-beos,open-beos/current/headers/os/interface/Window.h,clean,c,IssueTrue,164102,642,25002,39,8,9,8,2,6,3,10,10,10,10,10,7,10,10,10,10,10,10,10,9,9,10,10,7,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,10,10,10,3,3,2,2,2,2,2,3,3,5,5,3,3,3,6,6,5,5,5,5
sf,cvs,open-beos,open-beos/current/headers/os/kernel/OS.h,clean,c,IssueTrue,164102,642,25002,39,7,8,7,1,5,3,7,7,7,8,9,5,8,9,9,9,9,9,8,6,6,8,9,5,9,9,9,6,6,6,6,6,6,6,6,9,9,9,9,8,8,9,2,2,2,2,2,2,2,2,2,5,5,3,4,4,7,6,6,2,3,3
sf,cvs,open-beos,open-beos/current/headers/private/app/MessageField.h,buggy,c,IssueTrue,164102,642,25002,39,9,8,9,10,3,5,8,8,9,8,9,5,9,9,10,9,10,10,8,6,7,8,9,5,6,7,8,8,9,10,8,9,10,8,9,10,9,9,9,8,8,9,3,7,8,3,4,8,3,4,8,3,8,10,9,9,5,5,5,5,4,4
sf,cvs,open-beos,open-beos/current/headers/private/app/PortLink.h,clean,c,IssueTrue,164102,642,25002,39,3,7,3,3,8,3,10,10,10,8,9,5,10,10,10,9,9,9,8,6,6,8,9,5,10,10,9,10,10,9,10,9,9,10,10,10,10,10,10,8,8,9,2,2,2,2,2,2,2,2,2,3,5,10,9,8,9,7,7,10,8,7
sf,cvs,open-beos,open-beos/current/headers/private/graphics/neomagic/DriverInterface.h,clean,c,IssueTrue,164102,642,25002,39,6,9,6,1,7,3,7,7,7,8,9,5,8,9,9,9,9,9,8,6,6,8,9,5,9,8,8,6,6,6,6,6,6,6,6,9,9,9,9,8,8,9,2,2,2,2,2,2,2,2,2,7,8,4,4,5,7,7,7,2,3,4
sf,cvs,open-beos,open-beos/current/headers/private/graphics/neomagic/nm_macros.h,clean,c,IssueTrue,164102,642,25002,39,1,9,1,1,1,3,7,7,7,8,9,5,8,9,9,9,9,9,8,6,6,8,9,5,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,8,8,9,2,2,2,2,2,2,2,2,2,9,10,6,8,9,5,6,5,5,7,7
sf,cvs,open-beos,open-beos/current/headers/private/graphics/nvidia/DriverInterface.h,clean,c,IssueTrue,164102,642,25002,39,7,9,7,1,7,3,7,7,7,8,9,5,8,9,9,9,9,9,8,6,6,8,9,5,10,9,9,6,6,6,6,6,6,6,6,9,9,9,9,8,8,9,2,2,2,2,2,2,2,2,2,10,9,5,7,9,6,7,7,3,4,7
sf,cvs,open-beos,open-beos/current/headers/private/graphics/nvidia/nv_macros.h,clean,c,IssueTrue,164102,642,25002,39,1,9,1,1,1,3,7,7,7,8,9,5,8,9,9,9,9,9,8,6,6,8,9,5,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,8,8,9,2,2,2,2,2,2,2,2,2,9,9,5,5,7,5,5,5,2,5,5
sf,cvs,open-beos,open-beos/current/headers/private/input/InputServerTypes.h,clean,c,IssueTrue,164102,642,25002,39,1,1,1,1,1,3,7,7,7,8,9,5,8,9,9,9,9,9,8,6,6,8,9,5,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,8,8,9,2,2,2,2,2,2,2,2,2,6,8,6,6,6,5,5,5,8,8,8
sf,cvs,open-beos,open-beos/current/headers/private/kernel/arch/x86/arch_config.h,clean,c,IssueTrue,164102,642,25002,39,1,1,1,1,1,3,7,7,7,8,9,5,8,9,9,9,9,9,8,6,6,8,9,5,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,8,8,9,2,2,2,2,2,2,2,2,2,3,5,3,3,3,5,5,5,3,3,3
sf,cvs,open-beos,open-beos/current/headers/private/kernel/arch/x86/arch_cpu.h,clean,c,IssueTrue,164102,642,25002,39,4,1,5,1,2,3,7,7,7,8,9,5,8,9,9,9,9,9,8,6,6,8,9,5,10,10,10,6,6,6,6,6,6,6,6,9,9,9,9,8,8,9,2,2,2,2,2,2,2,2,2,3,5,3,3,3,9,7,7,2,2,2
sf,cvs,open-beos,open-beos/current/headers/private/kernel/boot/kernel_args.h,clean,c,IssueTrue,164102,642,25002,39,2,1,2,1,3,3,7,7,7,8,9,5,8,9,9,9,9,9,9,7,7,8,9,5,10,10,10,6,6,6,6,6,6,6,6,9,9,9,9,8,8,9,2,2,2,2,2,2,2,2,2,5,5,5,5,5,9,8,8,2,3,3
sf,cvs,open-beos,open-beos/current/headers/private/kernel/boot/menu.h,clean,c,IssueTrue,164102,642,25002,39,4,1,5,7,1,3,9,9,9,8,9,5,10,10,10,9,9,9,10,7,8,8,9,5,9,9,9,10,9,10,10,9,10,10,10,10,9,9,9,9,9,9,3,3,4,4,5,6,2,3,4,8,5,5,5,6,5,5,5,2,3,3
