Host,Vcs,Project,File,Buggy,PL,IssueTracking,TLOC,TNF,TNC,TND,LOC,CL,NStmt,NFunc,RCC,MNL,avg_WMC,max_WMC,total_WMC,avg_DIT,max_DIT,total_DIT,avg_RFC,max_RFC,total_RFC,avg_NOC,max_NOC,total_NOC,avg_CBO,max_CBO,total_CBO,avg_DIT.1,max_DIT.1,total_DIT.1,avg_NIV,max_NIV,total_NIV,avg_NIM,max_NIM,total_NIM,avg_NOM,max_NOM,total_NOM,avg_NPBM,max_NPBM,total_NPBM,avg_NPM,max_NPM,total_NPM,avg_NPRM,max_NPRM,total_NPRM,avg_CC,max_CC,total_CC,avg_FANIN,max_FANIN,total_FANIN,avg_FANOUT,max_FANOUT,total_FANOUT,NRev,NFix,avg_AddedLOC,max_AddedLOC,total_AddedLOC,avg_DeletedLOC,max_DeletedLOC,total_DeletedLOC,avg_ModifiedLOC,max_ModifiedLOC,total_ModifiedLOC
sf,cvs,hamlib,hamlib/hamlib/icom/icom.c,clean,c,IssueTrue,18682,41,5982,28,10,10,10,10,3,10,10,10,10,8,9,10,8,9,10,9,9,9,9,9,9,8,9,10,7,7,7,10,10,10,10,10,10,10,10,10,10,10,10,8,8,9,9,9,10,8,7,9,6,7,9,9,7,3,3,4,4,4,4,2,2,2
sf,cvs,hamlib,hamlib/hamlib/include/hamlib/rig.h,buggy,c,IssueTrue,18682,41,5982,28,10,10,9,2,7,3,10,10,10,8,9,10,8,9,10,9,9,9,10,10,10,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,9,3,3,2,1,1,3,2,2,2,10,7,3,3,4,4,4,4,2,2,2
sf,cvs,hamlib,hamlib/hamlib/include/hamlib/riglist.h,clean,c,IssueTrue,18682,41,5982,28,1,9,1,1,10,3,10,10,10,8,9,10,8,9,10,9,9,9,9,9,9,8,9,10,6,6,6,10,10,10,10,10,10,10,10,10,10,10,10,8,8,9,2,2,2,1,1,3,2,1,2,10,7,5,5,7,7,7,7,3,4,5
sf,cvs,hamlib,hamlib/hamlib/include/hamlib/rotlist.h,clean,c,IssueTrue,18682,41,5982,28,1,7,1,1,10,3,10,10,10,8,9,10,8,9,10,9,9,9,9,9,9,8,9,10,6,6,6,10,10,10,10,10,10,10,10,10,10,10,10,8,8,9,2,2,2,1,1,3,2,1,2,6,9,4,4,5,4,4,4,5,4,4
sf,cvs,hamlib,hamlib/hamlib/kenwood/kenwood.c,buggy,c,IssueTrue,18682,41,5982,28,10,9,10,10,3,9,10,10,10,8,9,10,8,9,10,9,9,9,9,9,9,8,9,10,7,7,7,10,10,10,10,10,10,10,10,10,10,10,10,8,8,9,9,9,10,9,10,10,6,7,9,9,7,9,8,8,8,7,6,9,7,7
sf,cvs,hamlib,hamlib/hamlib/kenwood/kenwood.h,buggy,c,IssueTrue,18682,41,5982,28,4,2,5,1,4,3,10,10,10,8,9,10,8,9,10,9,9,9,9,9,9,8,9,10,8,7,7,10,10,10,10,10,10,10,10,10,10,10,10,8,8,9,2,2,2,1,1,3,2,1,2,9,7,7,5,6,4,4,4,3,3,3
sf,cvs,hamlib,hamlib/hamlib/kenwood/th.c,buggy,c,IssueTrue,18682,41,5982,28,10,8,10,9,2,7,10,10,10,8,9,10,8,9,10,9,9,9,9,9,9,8,9,10,6,6,6,10,10,10,10,10,10,10,10,10,10,10,10,8,8,9,9,9,10,9,10,9,7,9,9,9,10,10,8,9,6,5,5,10,8,8
sf,cvs,hamlib,hamlib/hamlib/kenwood/thg71.c,buggy,c,IssueTrue,18682,41,5982,28,8,5,7,5,3,7,10,10,10,8,9,10,8,9,10,9,9,9,9,9,9,8,9,10,6,6,6,10,10,10,10,10,10,10,10,10,10,10,10,8,8,9,9,7,6,7,4,5,8,7,5,9,7,3,3,4,4,4,4,5,4,4
sf,cvs,hamlib,hamlib/hamlib/src/conf.c,clean,c,IssueTrue,18682,41,5982,28,8,7,8,5,4,7,10,10,10,8,9,10,8,9,10,9,9,9,9,9,9,8,9,10,6,6,6,10,10,10,10,10,10,10,10,10,10,10,10,8,8,9,10,9,8,10,9,7,7,8,5,9,7,6,5,6,4,4,4,7,6,5
sf,cvs,hamlib,hamlib/hamlib/src/mem.c,clean,c,IssueTrue,18682,41,5982,28,9,10,9,9,5,8,10,10,10,8,9,10,8,9,10,9,9,9,10,10,10,8,9,10,8,7,7,10,10,10,10,10,10,10,10,10,10,10,10,8,8,9,8,9,9,10,10,10,6,9,8,10,7,10,10,10,9,9,8,9,9,9
