Host,Vcs,Project,File,Buggy,PL,IssueTracking,TLOC,TNF,TNC,TND,LOC,CL,NStmt,NFunc,RCC,MNL,avg_WMC,max_WMC,total_WMC,avg_DIT,max_DIT,total_DIT,avg_RFC,max_RFC,total_RFC,avg_NOC,max_NOC,total_NOC,avg_CBO,max_CBO,total_CBO,avg_DIT.1,max_DIT.1,total_DIT.1,avg_NIV,max_NIV,total_NIV,avg_NIM,max_NIM,total_NIM,avg_NOM,max_NOM,total_NOM,avg_NPBM,max_NPBM,total_NPBM,avg_NPM,max_NPM,total_NPM,avg_NPRM,max_NPRM,total_NPRM,avg_CC,max_CC,total_CC,avg_FANIN,max_FANIN,total_FANIN,avg_FANOUT,max_FANOUT,total_FANOUT,NRev,NFix,avg_AddedLOC,max_AddedLOC,total_AddedLOC,avg_DeletedLOC,max_DeletedLOC,total_DeletedLOC,avg_ModifiedLOC,max_ModifiedLOC,total_ModifiedLOC
gc,svn,tycho,/trunk/Tycho.Parser.GrammarExplorer/Window1.xaml.cs,buggy,cs,IssueFalse,4302,78,286,2,6,1,7,6,3,8,8,8,8,8,8,8,6,6,5,9,9,9,10,10,10,8,8,8,7,7,7,8,8,7,8,8,7,6,6,4,9,9,9,10,10,10,7,7,7,4,5,5,5,6,6,6,10,8,8,7,4,4,5,4,5,4
gc,svn,tycho,/trunk/Tycho.Parser.Tests/Peg/DynamicChoiceProductionSpecification.cs,buggy,cs,IssueFalse,4302,78,286,2,6,1,7,8,2,3,7,7,7,7,6,8,5,6,6,9,9,9,9,9,9,7,6,8,7,8,7,7,7,7,7,7,7,7,7,8,9,9,9,8,8,9,5,4,7,2,7,4,3,5,6,10,10,4,5,6,5,7,7,7,8,9
gc,svn,tycho,/trunk/Tycho.Parser.Tests/Peg/GIVEN_source_that_is_not_parsed_WHEN_parsed.cs,buggy,cs,IssueFalse,4302,78,286,2,3,1,3,2,2,5,7,7,7,7,6,7,5,5,4,9,9,9,9,8,8,7,6,7,6,6,6,6,6,6,6,6,6,6,6,4,9,9,9,8,8,9,7,6,2,3,4,2,9,7,4,5,10,3,3,3,4,4,5,7,6,5
gc,svn,tycho,/trunk/Tycho.Parser.Tests/Peg/LeftRecursionFeature.cs,clean,cs,IssueFalse,4302,78,286,2,6,1,7,4,2,3,8,7,7,7,6,7,6,6,4,9,9,9,10,10,10,7,6,7,6,6,6,7,7,7,7,7,7,8,8,7,9,9,9,8,8,9,5,4,3,2,2,2,10,8,7,9,10,7,7,8,5,6,6,5,7,7
gc,svn,tycho,/trunk/Tycho.Parser.Tests/Peg/LeftRecursionInformationSpecification.cs,buggy,cs,IssueFalse,4302,78,286,2,8,2,9,5,4,3,8,8,7,7,6,7,6,7,5,9,9,9,9,8,8,7,6,7,6,6,6,8,8,8,8,8,8,9,8,8,9,9,9,8,8,9,5,4,4,2,2,2,9,7,7,8,10,9,8,9,6,6,7,2,3,3
gc,svn,tycho,/trunk/Tycho.Parser.Tests/Peg/NamedRuleSpecification.cs,clean,cs,IssueFalse,4302,78,286,2,2,1,3,3,2,3,7,7,7,7,6,7,5,5,4,9,9,9,8,8,8,7,6,7,6,6,6,6,7,6,6,6,6,7,7,5,9,9,9,8,8,9,5,4,2,2,2,2,8,6,3,8,9,3,3,3,5,6,6,7,6,7
gc,svn,tycho,/trunk/Tycho.Parser.Tests/Peg/NonTerminalSpecification.cs,buggy,cs,IssueFalse,4302,78,286,2,9,1,9,7,2,3,8,8,8,7,6,7,7,8,6,9,9,9,10,10,10,7,6,7,6,6,6,9,9,8,9,9,8,9,9,9,9,9,9,8,8,9,5,4,7,2,3,3,9,7,9,9,10,7,8,8,5,7,7,8,9,9
gc,svn,tycho,/trunk/Tycho.Parser.Tests/Peg/ProductionExtensionsSpecification.cs,buggy,cs,IssueFalse,4302,78,286,2,8,1,9,10,2,3,7,7,8,7,8,10,5,6,9,9,9,9,9,9,10,7,8,10,6,8,8,7,7,9,6,7,8,7,8,9,9,9,9,8,8,9,5,4,9,2,7,5,3,5,8,9,10,7,7,8,6,7,8,7,7,8
gc,svn,tycho,/trunk/Tycho.Parser.Tests/Peg/ProductionParserSpecification.cs,buggy,cs,IssueFalse,4302,78,286,2,3,1,4,3,2,3,7,7,7,7,6,7,5,6,4,9,9,9,9,8,8,7,6,7,6,6,6,7,7,7,7,7,7,7,7,6,9,9,9,8,8,9,5,4,3,2,2,2,8,5,4,8,10,8,8,8,10,10,10,4,5,6
gc,svn,tycho,/trunk/Tycho.Parser.Tests/Peg/ProductionSyntaxErrorRecoveryFeature.cs,buggy,cs,IssueFalse,4302,78,286,2,5,1,5,3,2,5,8,7,7,7,6,7,5,6,4,9,9,9,10,9,9,7,6,7,10,9,9,7,7,7,7,7,7,7,7,5,9,9,9,9,9,9,6,6,4,9,9,6,9,7,6,7,10,7,7,7,8,8,9,9,9,9
