Host,Vcs,Project,File,Buggy,PL,IssueTracking,TLOC,TNF,TNC,TND,LOC,CL,NStmt,NFunc,RCC,MNL,avg_WMC,max_WMC,total_WMC,avg_DIT,max_DIT,total_DIT,avg_RFC,max_RFC,total_RFC,avg_NOC,max_NOC,total_NOC,avg_CBO,max_CBO,total_CBO,avg_DIT.1,max_DIT.1,total_DIT.1,avg_NIV,max_NIV,total_NIV,avg_NIM,max_NIM,total_NIM,avg_NOM,max_NOM,total_NOM,avg_NPBM,max_NPBM,total_NPBM,avg_NPM,max_NPM,total_NPM,avg_NPRM,max_NPRM,total_NPRM,avg_CC,max_CC,total_CC,avg_FANIN,max_FANIN,total_FANIN,avg_FANOUT,max_FANOUT,total_FANOUT,NRev,NFix,avg_AddedLOC,max_AddedLOC,total_AddedLOC,avg_DeletedLOC,max_DeletedLOC,total_DeletedLOC,avg_ModifiedLOC,max_ModifiedLOC,total_ModifiedLOC
gc,svn,nabu-library,/trunk/Source/Applications/Examples.CF.WM4/HtmlAccessKeysExample/Program.cs,clean,cs,IssueFalse,31706,198,477,1,1,1,1,3,4,3,1,1,4,5,6,5,4,4,3,9,10,10,1,2,2,5,6,5,6,6,6,2,2,2,2,1,3,3,2,3,9,9,9,7,7,7,4,2,2,2,2,3,3,3,3,3,8,4,3,4,7,6,5,2,2,2
gc,svn,nabu-library,/trunk/Source/Applications/Examples.CF.WM4/HtmlAccessKeysExample/Properties/AssemblyInfo.cs,clean,cs,IssueFalse,31706,198,477,1,1,1,1,2,10,3,1,1,4,5,6,5,4,4,3,9,10,10,1,2,2,5,6,5,6,6,6,2,2,2,2,1,3,3,2,3,9,9,9,7,7,7,4,2,2,2,2,3,3,3,3,10,10,4,3,4,5,6,5,4,3,7
gc,svn,nabu-library,/trunk/Source/Applications/Examples.FF/CompressionExample/Program.cs,buggy,cs,IssueFalse,31706,198,477,1,1,1,2,3,3,3,2,1,5,8,7,7,5,5,4,9,10,10,2,4,4,8,7,7,6,6,6,2,2,2,3,2,4,3,2,3,9,9,9,9,8,8,6,4,3,2,2,3,7,5,4,3,5,4,3,4,7,6,5,2,2,2
gc,svn,nabu-library,/trunk/Source/Applications/Examples.FF/CompressionExample/Properties/AssemblyInfo.cs,clean,cs,IssueFalse,31706,198,477,1,1,1,1,2,10,3,1,1,4,5,6,5,4,4,3,9,10,10,1,2,2,5,6,5,6,6,6,2,2,2,2,1,3,3,2,3,9,9,9,7,7,7,4,2,2,2,2,3,3,3,3,10,10,4,3,4,6,7,7,5,5,8
gc,svn,nabu-library,/trunk/Source/Applications/Examples.FF/DeviceManagerExample/Program.cs,buggy,cs,IssueFalse,31706,198,477,1,8,1,8,3,1,10,10,9,10,8,7,7,5,5,4,9,10,10,10,10,10,8,7,7,6,6,6,2,2,2,3,2,4,3,2,3,9,9,9,9,8,8,10,10,9,2,2,3,10,10,7,5,5,4,3,4,5,5,5,10,8,8
gc,svn,nabu-library,/trunk/Source/Applications/Examples.FF/DeviceManagerExample/Properties/AssemblyInfo.cs,clean,cs,IssueFalse,31706,198,477,1,1,1,1,2,10,3,1,1,4,5,6,5,4,4,3,9,10,10,1,2,2,5,6,5,6,6,6,2,2,2,2,1,3,3,2,3,9,9,9,7,7,7,4,2,2,2,2,3,3,3,3,10,10,4,3,4,6,7,7,5,5,8
gc,svn,nabu-library,/trunk/Source/Applications/Examples.FF/DiffExample/Program.cs,buggy,cs,IssueFalse,31706,198,477,1,1,1,2,3,3,3,2,1,5,8,7,7,5,5,4,9,10,10,2,4,4,8,7,7,6,6,6,2,2,2,3,2,4,4,4,4,9,9,9,7,7,7,6,4,3,2,2,3,7,5,4,5,5,4,3,4,6,6,5,2,3,3
gc,svn,nabu-library,/trunk/Source/Applications/Examples.FF/DiffExample/Properties/AssemblyInfo.cs,clean,cs,IssueFalse,31706,198,477,1,1,1,1,2,10,3,1,1,4,5,6,5,4,4,3,9,10,10,1,2,2,5,6,5,6,6,6,2,2,2,2,1,3,3,2,3,9,9,9,7,7,7,4,2,2,2,2,3,3,3,3,10,10,4,3,4,5,6,5,5,5,8
gc,svn,nabu-library,/trunk/Source/Applications/Examples.FF/HtmlAccessKeysExample/Program.cs,buggy,cs,IssueFalse,31706,198,477,1,1,1,2,3,3,3,2,2,6,8,7,7,5,5,4,9,10,10,3,5,4,8,7,7,6,6,6,2,2,2,3,2,4,4,4,4,9,9,9,7,7,7,8,6,3,2,2,3,8,6,4,5,5,4,3,4,6,6,5,2,3,3
gc,svn,nabu-library,/trunk/Source/Applications/Examples.FF/HtmlAccessKeysExample/Properties/AssemblyInfo.cs,clean,cs,IssueFalse,31706,198,477,1,1,1,1,2,10,3,1,1,4,5,6,5,4,4,3,9,10,10,1,2,2,5,6,5,6,6,6,2,2,2,2,1,3,3,2,3,9,9,9,7,7,7,4,2,2,2,2,3,3,3,3,10,10,4,3,4,5,6,5,5,5,8
