Host,Vcs,Project,File,Buggy,PL,IssueTracking,TLOC,TNF,TNC,TND,LOC,CL,NStmt,NFunc,RCC,MNL,avg_WMC,max_WMC,total_WMC,avg_DIT,max_DIT,total_DIT,avg_RFC,max_RFC,total_RFC,avg_NOC,max_NOC,total_NOC,avg_CBO,max_CBO,total_CBO,avg_DIT.1,max_DIT.1,total_DIT.1,avg_NIV,max_NIV,total_NIV,avg_NIM,max_NIM,total_NIM,avg_NOM,max_NOM,total_NOM,avg_NPBM,max_NPBM,total_NPBM,avg_NPM,max_NPM,total_NPM,avg_NPRM,max_NPRM,total_NPRM,avg_CC,max_CC,total_CC,avg_FANIN,max_FANIN,total_FANIN,avg_FANOUT,max_FANOUT,total_FANOUT,NRev,NFix,avg_AddedLOC,max_AddedLOC,total_AddedLOC,avg_DeletedLOC,max_DeletedLOC,total_DeletedLOC,avg_ModifiedLOC,max_ModifiedLOC,total_ModifiedLOC
sf,cvs,powerfolder,powerfolder/powerfolder/powerfolder/src/org/powerfolder/workflow/WorkflowEngine.java,clean,java,IssueFalse,21718,150,436,2,7,8,6,3,8,9,5,6,6,7,7,8,6,6,5,9,10,10,8,7,7,7,7,8,6,6,6,1,2,2,2,2,2,2,2,2,9,10,10,7,7,7,10,9,6,5,4,3,10,10,7,10,10,6,7,7,9,10,9,7,7,8
sf,cvs,powerfolder,powerfolder/powerfolder/powerfolder/src/org/powerfolder/workflow/WorkflowMDB.java,clean,java,IssueFalse,21718,150,436,2,5,4,5,6,8,7,4,5,4,7,7,8,7,7,6,9,10,10,3,3,3,7,7,8,7,7,7,7,7,7,6,6,6,6,6,6,9,10,10,7,7,7,5,5,4,2,3,3,2,4,3,8,9,4,4,3,10,9,8,4,5,3
sf,cvs,powerfolder,powerfolder/powerfolder/powerfolder/src/org/powerfolder/workflow/config/Attic/ConfigManager.java,clean,java,IssueFalse,21718,150,436,2,2,2,2,8,8,3,5,6,6,7,7,8,8,8,7,10,10,10,4,3,3,7,7,8,6,6,6,9,9,9,9,9,9,9,9,8,9,10,10,7,7,7,3,3,6,6,10,8,1,2,3,8,7,5,4,4,7,7,6,8,7,6
sf,cvs,powerfolder,powerfolder/powerfolder/powerfolder/src/org/powerfolder/workflow/config/Attic/ConfigManagerBean.java,clean,java,IssueFalse,21718,150,436,2,6,3,5,9,6,5,8,8,8,7,7,8,8,9,7,9,10,10,5,5,4,7,7,8,7,7,7,9,9,9,9,9,9,9,9,8,9,10,10,7,7,7,6,4,8,5,5,7,2,2,5,5,7,4,3,3,4,4,4,8,7,5
sf,cvs,powerfolder,powerfolder/powerfolder/powerfolder/src/org/powerfolder/workflow/config/Attic/ConfigManagerHome.java,clean,java,IssueFalse,21718,150,436,2,1,2,1,3,10,3,1,1,1,9,9,9,6,6,5,9,10,10,2,2,2,9,9,9,6,6,6,3,3,3,2,2,2,2,2,2,9,10,10,7,7,7,3,3,1,3,2,2,2,2,2,5,7,3,3,2,4,4,4,3,3,2
sf,cvs,powerfolder,powerfolder/powerfolder/powerfolder/src/org/powerfolder/workflow/config/Attic/TagMenuBranch.java,clean,java,IssueFalse,21718,150,436,2,6,2,6,8,3,8,8,8,8,7,7,8,8,9,7,9,10,10,7,6,6,7,7,8,8,8,7,9,9,9,9,9,9,9,8,8,9,10,10,9,9,9,6,7,8,7,7,8,4,6,7,8,9,10,9,9,5,5,5,5,5,4
sf,cvs,powerfolder,powerfolder/powerfolder/powerfolder/src/org/powerfolder/workflow/config/Attic/TagMenuQualifier.java,clean,java,IssueFalse,21718,150,436,2,6,2,6,6,4,10,7,8,7,7,7,8,7,7,6,9,10,10,7,6,6,7,7,8,7,7,7,7,7,7,6,6,6,4,3,3,9,10,10,10,9,9,9,8,7,6,6,6,4,6,5,8,7,7,6,6,4,4,4,8,7,6
sf,cvs,powerfolder,powerfolder/powerfolder/powerfolder/src/org/powerfolder/workflow/config/Attic/TagSetHolder.java,clean,java,IssueFalse,21718,150,436,2,6,2,6,6,4,8,7,7,7,7,7,8,7,7,6,9,10,10,6,5,5,7,7,8,9,8,8,6,6,6,6,6,6,6,5,5,9,10,10,9,8,8,9,8,7,7,8,6,4,7,5,5,9,4,3,3,6,5,5,5,4,3
sf,cvs,powerfolder,powerfolder/powerfolder/powerfolder/src/org/powerfolder/workflow/lifecycle/GenericFileWorkflowApplication.java,clean,java,IssueFalse,21718,150,436,2,8,9,8,9,8,7,9,9,9,7,7,8,9,9,8,9,10,10,8,7,7,7,7,8,10,10,9,10,10,10,10,10,10,9,9,9,10,10,10,9,9,9,7,7,9,5,8,8,5,9,9,8,7,9,8,7,8,8,7,9,8,8
sf,cvs,powerfolder,powerfolder/powerfolder/powerfolder/src/org/powerfolder/workflow/lifecycle/GenericFileWorkflowApplicationSet.java,clean,java,IssueFalse,21718,150,436,2,6,9,6,8,9,8,7,8,7,7,7,8,8,9,7,9,10,10,7,6,5,7,7,8,8,8,7,9,9,9,9,9,9,7,7,7,10,10,10,7,7,7,6,6,8,6,8,8,3,5,7,5,7,3,3,2,4,4,4,3,3,2
sf,cvs,powerfolder,powerfolder/powerfolder/powerfolder/src/org/powerfolder/workflow/lifecycle/GenericFileWorkflowScript.java,clean,java,IssueFalse,21718,150,436,2,3,2,3,7,6,5,4,5,4,7,7,8,8,8,7,9,10,10,5,4,4,7,7,8,9,8,8,8,8,8,7,7,7,6,5,5,10,10,10,7,7,7,4,4,4,4,7,5,2,5,4,5,7,7,5,4,4,4,4,5,4,3
sf,cvs,powerfolder,powerfolder/powerfolder/powerfolder/src/org/powerfolder/workflow/lifecycle/GenericHSQLWorkflowLifecycleBean.java,buggy,java,IssueFalse,21718,150,436,2,10,10,10,10,5,8,10,10,10,7,7,8,9,10,9,9,10,10,10,10,10,7,7,8,7,7,7,10,10,9,10,10,10,10,9,9,10,10,10,10,10,10,9,8,10,5,9,9,7,9,10,8,7,10,10,10,10,10,10,9,7,8
sf,cvs,powerfolder,powerfolder/powerfolder/powerfolder/src/org/powerfolder/workflow/lifecycle/GenericJDBCWorkflowLifecycleBean.java,clean,java,IssueFalse,21718,150,436,2,10,10,10,10,5,8,10,10,10,7,7,8,9,10,9,9,10,10,10,10,10,7,7,8,7,7,7,10,10,9,10,10,10,10,9,9,10,10,10,10,10,10,9,8,10,5,9,9,8,9,10,9,9,10,10,10,10,10,9,9,9,9
