Host,Vcs,Project,File,Buggy,PL,IssueTracking,TLOC,TNF,TNC,TND,LOC,CL,NStmt,NFunc,RCC,MNL,avg_WMC,max_WMC,total_WMC,avg_DIT,max_DIT,total_DIT,avg_RFC,max_RFC,total_RFC,avg_NOC,max_NOC,total_NOC,avg_CBO,max_CBO,total_CBO,avg_DIT.1,max_DIT.1,total_DIT.1,avg_NIV,max_NIV,total_NIV,avg_NIM,max_NIM,total_NIM,avg_NOM,max_NOM,total_NOM,avg_NPBM,max_NPBM,total_NPBM,avg_NPM,max_NPM,total_NPM,avg_NPRM,max_NPRM,total_NPRM,avg_CC,max_CC,total_CC,avg_FANIN,max_FANIN,total_FANIN,avg_FANOUT,max_FANOUT,total_FANOUT,NRev,NFix,avg_AddedLOC,max_AddedLOC,total_AddedLOC,avg_DeletedLOC,max_DeletedLOC,total_DeletedLOC,avg_ModifiedLOC,max_ModifiedLOC,total_ModifiedLOC
gc,svn,coot,/trunk/ccp4mg-utils/ppmutil.cc,buggy,cpp,IssueTrue,82993,95,2915,4,10,7,10,9,2,9,7,7,7,7,7,5,4,4,5,9,9,9,6,6,6,7,7,5,6,6,6,6,6,6,6,6,6,6,6,7,9,9,9,8,8,9,10,10,10,6,6,8,7,6,9,2,8,3,3,3,4,4,4,2,2,2
gc,svn,coot,/trunk/coords/Bond_lines.cc,buggy,cpp,IssueTrue,82993,95,2915,4,10,9,9,9,5,10,7,7,7,7,7,5,4,4,5,9,9,9,6,6,6,7,7,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,10,9,10,10,9,10,9,8,10,8,6,3,3,3,4,4,4,2,2,2
gc,svn,coot,/trunk/coords/Bond_lines.h,clean,cpp,IssueTrue,82993,95,2915,4,5,5,5,6,5,5,10,10,10,7,7,5,6,9,9,9,9,9,6,8,9,7,7,5,8,9,10,9,10,10,9,10,10,9,10,10,10,10,10,9,10,10,6,5,4,8,9,6,5,5,5,4,4,4,5,4,4,4,4,4,5,4
gc,svn,coot,/trunk/coords/mmdb-extras.cc,clean,cpp,IssueTrue,82993,95,2915,4,5,5,6,6,6,9,7,7,7,7,7,5,4,4,5,9,9,9,6,6,6,7,7,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,9,6,6,10,10,8,6,6,6,8,9,8,9,9,5,7,7,8,9,9
gc,svn,coot,/trunk/coords/mmdb-extras.h,clean,cpp,IssueTrue,82993,95,2915,4,2,3,3,5,8,5,8,9,9,8,9,7,7,9,9,9,9,9,6,6,7,8,9,7,8,9,9,9,10,10,9,10,10,7,8,9,9,9,9,9,9,9,5,4,3,6,5,4,4,4,3,6,8,7,7,7,5,5,5,2,3,4
gc,svn,coot,/trunk/coot-utils/coot-coord-extras.hh,buggy,cpp,IssueTrue,82993,95,2915,4,3,5,3,6,8,4,9,10,10,7,7,5,5,7,8,9,10,10,6,9,9,7,7,5,7,8,9,7,9,10,7,9,10,7,9,10,9,9,9,9,10,10,3,4,3,4,5,5,3,3,4,9,6,9,9,10,6,8,7,5,7,8
gc,svn,coot,/trunk/coot-utils/coot-coord-utils.cc,buggy,cpp,IssueTrue,82993,95,2915,4,10,10,10,10,5,10,7,7,7,7,7,5,4,4,5,9,9,9,6,6,6,7,7,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,10,10,10,8,8,10,8,8,10,9,10,3,3,3,4,4,4,2,2,2
gc,svn,coot,/trunk/coot-utils/coot-coord-utils.hh,buggy,cpp,IssueTrue,82993,95,2915,4,7,8,6,8,7,10,8,8,10,7,7,5,5,5,8,9,9,9,6,6,8,7,7,5,9,9,10,7,8,10,7,8,10,7,9,10,9,9,9,9,9,9,6,5,5,7,8,8,6,5,7,7,8,7,8,8,5,6,6,2,5,5
gc,svn,coot,/trunk/coot-utils/coot-map-heavy.cc,clean,cpp,IssueTrue,82993,95,2915,4,2,2,3,4,6,4,7,7,7,7,7,5,4,4,5,9,9,9,6,6,6,7,7,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,7,4,3,9,5,4,8,5,4,3,4,10,10,9,10,10,9,9,9,7
gc,svn,coot,/trunk/coot-utils/coot-map-heavy.hh,clean,cpp,IssueTrue,82993,95,2915,4,1,2,2,2,10,3,7,7,7,7,7,5,6,5,6,9,9,9,7,7,7,7,7,5,9,8,8,9,9,8,9,8,8,8,8,8,9,9,9,10,10,10,1,2,2,2,2,2,2,2,2,3,4,8,7,7,8,8,7,7,7,6
gc,svn,coot,/trunk/coot-utils/coot-map-utils.hh,clean,cpp,IssueTrue,82993,95,2915,4,3,3,3,5,6,4,7,7,8,8,9,7,5,5,7,9,10,10,6,6,6,8,9,7,7,8,8,7,7,8,7,7,8,8,8,9,9,9,9,8,8,9,4,4,3,4,3,4,5,3,4,5,8,9,9,8,4,4,4,2,3,3
gc,svn,coot,/trunk/coot-utils/coot-shelx-ins.cc,buggy,cpp,IssueTrue,82993,95,2915,4,9,9,9,8,5,10,7,7,7,7,7,5,4,4,5,9,9,9,6,6,6,7,7,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,10,10,9,8,9,9,9,10,9,2,6,3,3,3,4,4,4,2,2,2
gc,svn,coot,/trunk/coot-utils/coot-shelx.hh,clean,cpp,IssueTrue,82993,95,2915,4,4,3,4,6,5,6,10,10,10,7,7,5,5,7,8,9,9,9,6,9,9,7,7,5,9,10,10,8,10,10,8,10,10,8,9,10,9,9,9,10,10,10,5,5,4,5,5,5,6,5,5,2,4,6,5,5,4,4,4,4,3,3
gc,svn,coot,/trunk/coot-utils/coot-tree-extras.cc,buggy,cpp,IssueTrue,82993,95,2915,4,7,7,7,7,5,10,7,7,7,7,7,5,4,4,5,9,9,9,6,6,6,7,7,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,10,9,8,10,8,8,8,5,7,7,9,10,10,10,6,8,7,9,9,9
gc,svn,coot,/trunk/coot-utils/peak-search.cc,buggy,cpp,IssueTrue,82993,95,2915,4,6,6,6,7,5,10,7,7,7,7,7,5,4,4,5,9,9,9,6,6,6,7,7,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,9,7,7,8,6,7,9,7,8,5,6,8,9,8,5,6,6,8,8,7
gc,svn,coot,/trunk/geometry/protein-geometry.cc,buggy,cpp,IssueTrue,82993,95,2915,4,10,9,10,10,4,10,7,7,7,7,7,5,4,4,5,9,9,9,6,6,6,7,7,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,10,9,10,9,8,10,7,8,10,7,6,3,3,3,4,4,4,2,2,2
gc,svn,coot,/trunk/geometry/protein-geometry.hh,buggy,cpp,IssueTrue,82993,95,2915,4,7,7,7,10,5,6,9,10,10,8,9,10,6,9,10,10,10,10,6,10,10,8,9,10,9,9,10,9,10,10,8,10,10,8,10,10,9,9,9,10,10,10,3,5,7,5,7,9,4,5,8,5,6,7,7,7,4,4,4,4,5,5
gc,svn,coot,/trunk/high-res/sequence-assignment.cc,clean,cpp,IssueTrue,82993,95,2915,4,7,8,7,7,7,10,7,7,7,7,7,5,4,4,5,9,9,9,6,6,6,7,7,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,10,8,8,7,8,7,6,5,7,4,4,4,4,4,5,5,5,8,8,7
gc,svn,coot,/trunk/ideal/pepflip.cc,clean,cpp,IssueTrue,82993,95,2915,4,2,4,3,3,8,10,7,7,7,7,7,5,4,4,5,9,9,9,6,6,6,7,7,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,10,8,4,10,6,4,10,6,4,2,6,3,3,3,4,4,4,4,3,3
gc,svn,coot,/trunk/ideal/simple-restraint.cc,buggy,cpp,IssueTrue,82993,95,2915,4,1,2,1,2,1,3,7,7,7,7,7,5,4,4,5,9,9,9,6,6,6,7,7,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,1,2,2,2,2,2,2,2,2,5,8,3,3,3,4,4,4,2,2,2
