Host,Vcs,Project,File,Buggy,PL,IssueTracking,TLOC,TNF,TNC,TND,LOC,CL,NStmt,NFunc,RCC,MNL,avg_WMC,max_WMC,total_WMC,avg_DIT,max_DIT,total_DIT,avg_RFC,max_RFC,total_RFC,avg_NOC,max_NOC,total_NOC,avg_CBO,max_CBO,total_CBO,avg_DIT.1,max_DIT.1,total_DIT.1,avg_NIV,max_NIV,total_NIV,avg_NIM,max_NIM,total_NIM,avg_NOM,max_NOM,total_NOM,avg_NPBM,max_NPBM,total_NPBM,avg_NPM,max_NPM,total_NPM,avg_NPRM,max_NPRM,total_NPRM,avg_CC,max_CC,total_CC,avg_FANIN,max_FANIN,total_FANIN,avg_FANOUT,max_FANOUT,total_FANOUT,NRev,NFix,avg_AddedLOC,max_AddedLOC,total_AddedLOC,avg_DeletedLOC,max_DeletedLOC,total_DeletedLOC,avg_ModifiedLOC,max_ModifiedLOC,total_ModifiedLOC
sf,svn,atunes,/trunk/aTunes/src/main/java/net/sourceforge/atunes/ApplicationArguments.java,clean,java,IssueTrue,53394,608,491,4,5,7,6,7,8,8,8,7,6,4,6,4,7,6,7,9,9,9,5,4,4,4,6,4,6,6,6,3,3,3,8,7,6,8,7,7,8,8,7,10,10,9,9,7,7,6,7,7,6,5,5,6,10,8,8,8,6,5,5,4,3,4
sf,svn,atunes,/trunk/aTunes/src/main/java/net/sourceforge/atunes/Constants.java,clean,java,IssueTrue,53394,608,491,4,6,9,7,3,9,4,2,1,1,4,6,4,6,6,6,9,9,9,5,4,4,4,6,4,6,6,6,3,3,3,3,2,2,3,2,1,8,8,7,10,10,8,5,4,3,1,2,3,2,2,2,10,10,8,9,9,10,9,9,5,7,8
sf,svn,atunes,/trunk/aTunes/src/main/java/net/sourceforge/atunes/Main.java,clean,java,IssueTrue,53394,608,491,4,5,7,6,5,8,7,3,4,4,4,6,7,6,6,7,9,9,9,8,9,9,4,6,7,6,6,6,3,3,4,4,5,5,4,4,5,8,8,7,10,10,9,8,7,6,9,8,8,9,8,6,7,10,8,8,8,7,6,6,4,3,5
sf,svn,atunes,/trunk/aTunes/src/main/java/net/sourceforge/atunes/gui/ColorDefinitions.java,clean,java,IssueTrue,53394,608,491,4,2,4,3,3,9,4,2,1,1,4,6,4,6,6,6,9,9,9,5,4,4,4,6,4,6,6,6,2,2,2,3,2,2,4,4,4,8,8,7,8,9,7,5,4,3,6,4,4,6,4,2,6,10,8,8,8,6,5,5,4,3,4
sf,svn,atunes,/trunk/aTunes/src/main/java/net/sourceforge/atunes/gui/Fonts.java,clean,java,IssueTrue,53394,608,491,4,7,5,8,8,5,8,4,5,6,4,6,8,6,6,8,9,9,9,5,6,8,4,6,8,6,6,6,5,7,8,6,7,8,7,8,9,8,8,7,9,10,9,6,7,8,3,7,7,8,10,8,8,10,8,8,8,7,6,6,4,3,5
sf,svn,atunes,/trunk/aTunes/src/main/java/net/sourceforge/atunes/gui/LookAndFeelSelector.java,clean,java,IssueTrue,53394,608,491,4,7,6,8,7,6,8,5,6,6,4,6,7,6,6,8,9,9,9,7,8,8,4,6,7,6,6,6,3,3,4,6,7,7,6,7,7,8,8,7,10,10,9,8,9,7,6,8,7,5,5,5,9,10,10,9,10,9,8,8,2,3,5
sf,svn,atunes,/trunk/aTunes/src/main/java/net/sourceforge/atunes/gui/OSXAdapter.java,clean,java,IssueTrue,53394,608,491,4,7,7,8,8,6,8,7,8,8,4,6,7,7,7,8,10,10,10,7,8,9,4,6,7,7,8,8,6,7,7,7,8,8,8,8,8,9,10,10,8,9,7,9,7,9,8,7,9,7,6,8,6,10,8,8,8,6,5,5,4,3,4
sf,svn,atunes,/trunk/aTunes/src/main/java/net/sourceforge/atunes/gui/WindowFader.java,clean,java,IssueTrue,53394,608,491,4,7,5,7,8,5,8,5,6,7,4,6,8,6,7,8,9,10,10,6,6,9,4,6,8,7,9,9,6,8,8,6,7,8,6,7,8,8,10,9,9,10,8,8,7,8,7,6,8,6,5,7,6,10,8,8,8,6,5,5,4,3,4
sf,svn,atunes,/trunk/aTunes/src/main/java/net/sourceforge/atunes/gui/autocomplete/AutoCompleteDecorator.java,clean,java,IssueTrue,53394,608,491,4,8,9,9,9,9,8,3,6,8,4,9,10,7,8,9,9,9,9,5,9,10,4,9,10,6,8,8,3,5,8,4,8,9,6,8,9,8,8,7,8,10,8,7,8,8,7,9,9,5,6,7,7,10,9,9,9,6,5,5,2,3,4
sf,svn,atunes,/trunk/aTunes/src/main/java/net/sourceforge/atunes/gui/autocomplete/AutoCompleteDocument.java,clean,java,IssueTrue,53394,608,491,4,8,9,8,8,8,10,8,8,8,8,9,9,8,9,9,9,9,9,4,6,6,8,9,9,9,9,9,8,9,9,7,8,8,7,8,8,8,8,7,10,10,10,9,8,9,8,7,9,8,8,8,6,10,8,8,8,6,5,5,4,3,4
sf,svn,atunes,/trunk/aTunes/src/main/java/net/sourceforge/atunes/gui/debug/CheckThreadViolationRepaintManager.java,clean,java,IssueTrue,53394,608,491,4,7,9,8,9,8,9,6,8,8,4,8,9,7,8,9,9,9,9,6,9,9,4,8,9,6,8,7,6,8,8,7,9,9,7,8,9,8,8,7,9,10,8,8,9,8,4,6,8,7,8,8,6,10,8,8,8,6,5,5,4,3,4
sf,svn,atunes,/trunk/aTunes/src/main/java/net/sourceforge/atunes/gui/frame/Frame.java,clean,java,IssueTrue,53394,608,491,4,5,10,6,10,10,4,10,9,9,1,4,1,8,8,8,10,10,10,9,8,8,1,4,1,6,6,6,10,10,10,10,10,10,10,10,10,8,8,7,8,9,7,5,4,9,5,10,10,1,2,4,8,10,8,8,8,7,6,6,5,5,6
sf,svn,atunes,/trunk/aTunes/src/main/java/net/sourceforge/atunes/gui/frame/MultipleFrame.java,buggy,java,IssueTrue,53394,608,491,4,10,9,10,10,4,10,6,10,10,4,6,10,6,8,10,9,9,9,6,10,10,4,6,10,7,10,10,7,10,10,7,10,10,7,10,10,8,9,9,9,10,10,7,10,10,5,9,10,4,9,10,7,10,8,8,8,7,6,6,4,3,5
sf,svn,atunes,/trunk/aTunes/src/main/java/net/sourceforge/atunes/gui/frame/StandardFrame.java,clean,java,IssueTrue,53394,608,491,4,10,9,10,10,4,9,8,10,10,4,10,10,9,10,10,9,9,9,8,10,10,4,10,10,9,10,10,9,10,10,8,10,10,9,10,10,8,8,7,10,10,10,8,9,10,6,8,10,8,10,10,7,10,8,8,8,7,6,6,4,3,5
sf,svn,atunes,/trunk/aTunes/src/main/java/net/sourceforge/atunes/gui/images/ImageLoader.java,clean,java,IssueTrue,53394,608,491,4,8,5,9,3,4,8,3,3,2,4,6,4,6,6,6,9,9,9,7,6,5,4,6,4,6,6,6,2,2,2,3,2,2,4,4,4,8,8,7,8,9,7,10,7,4,10,10,10,8,4,3,10,10,10,9,10,6,6,6,10,10,10
sf,svn,atunes,/trunk/aTunes/src/main/java/net/sourceforge/atunes/gui/images/ThemePreviewLoader.java,clean,java,IssueTrue,53394,608,491,4,4,5,6,3,7,7,3,3,2,4,6,4,6,6,6,9,9,9,5,5,4,4,6,4,6,6,6,2,2,2,3,2,2,4,4,4,8,8,7,8,9,7,10,7,4,8,5,4,8,4,3,7,10,8,8,8,7,6,6,4,3,5
