Host,Vcs,Project,File,Buggy,PL,IssueTracking,TLOC,TNF,TNC,TND,LOC,CL,NStmt,NFunc,RCC,MNL,avg_WMC,max_WMC,total_WMC,avg_DIT,max_DIT,total_DIT,avg_RFC,max_RFC,total_RFC,avg_NOC,max_NOC,total_NOC,avg_CBO,max_CBO,total_CBO,avg_DIT.1,max_DIT.1,total_DIT.1,avg_NIV,max_NIV,total_NIV,avg_NIM,max_NIM,total_NIM,avg_NOM,max_NOM,total_NOM,avg_NPBM,max_NPBM,total_NPBM,avg_NPM,max_NPM,total_NPM,avg_NPRM,max_NPRM,total_NPRM,avg_CC,max_CC,total_CC,avg_FANIN,max_FANIN,total_FANIN,avg_FANOUT,max_FANOUT,total_FANOUT,NRev,NFix,avg_AddedLOC,max_AddedLOC,total_AddedLOC,avg_DeletedLOC,max_DeletedLOC,total_DeletedLOC,avg_ModifiedLOC,max_ModifiedLOC,total_ModifiedLOC
sf,cvs,yucata,yucata/yucata/Sln/Dittrich.Spiele/AlchemistGame.cs,clean,cs,IssueFalse,14903,27,7776,17,5,8,5,7,8,6,9,10,9,7,8,9,7,7,8,9,9,9,9,9,9,7,8,9,8,8,8,9,10,9,9,9,9,8,8,8,9,9,9,10,10,10,7,5,6,6,5,6,4,4,6,3,10,8,8,7,6,5,6,6,5,5
sf,cvs,yucata,yucata/yucata/Sln/Gimm.Spiele/FloorsGame.cs,clean,cs,IssueFalse,14903,27,7776,17,5,7,5,7,7,6,9,9,9,7,8,9,6,7,7,9,9,9,9,9,9,7,8,9,8,8,8,9,9,9,8,9,9,8,8,8,9,9,9,10,10,10,6,5,5,5,5,5,3,4,5,2,7,3,3,3,4,4,4,6,4,4
sf,cvs,yucata,yucata/yucata/Sln/Lautert.Spiele/IndustrialWasteGame.cs,clean,cs,IssueFalse,14903,27,7776,17,5,7,5,6,7,8,9,9,9,7,8,9,6,7,7,9,9,9,9,9,9,7,8,9,7,7,7,8,9,9,8,9,9,8,8,8,9,9,9,10,10,10,8,7,5,4,4,5,4,4,5,3,7,3,3,3,6,6,6,4,3,3
sf,cvs,yucata,yucata/yucata/Sln/Rueedi.Spiele/Kamisado.cs,clean,cs,IssueFalse,14903,27,7776,17,5,7,5,7,7,6,9,9,9,7,8,9,6,7,7,9,9,9,9,9,9,7,8,9,7,7,8,9,9,9,8,9,9,8,8,8,10,10,10,10,10,10,5,5,5,5,5,5,3,4,5,2,7,5,4,4,4,4,4,9,7,6
sf,cvs,yucata,yucata/yucata/Sln/Wilke.Spiele.GameBase/InvitationController.cs,clean,cs,IssueFalse,14903,27,7776,17,5,5,4,4,4,10,8,9,9,7,6,9,5,6,7,9,9,9,9,9,10,7,6,9,8,9,9,6,6,6,6,7,7,6,7,7,9,9,9,9,9,9,10,7,4,4,4,3,7,7,4,7,7,5,5,7,7,8,8,3,3,4
sf,cvs,yucata,yucata/yucata/Sln/Wilke.Spiele/YspahanGame.cs,clean,cs,IssueFalse,14903,27,7776,17,5,8,5,7,8,6,9,9,9,7,8,9,6,7,8,9,9,9,9,9,9,7,8,9,7,7,7,9,9,9,9,9,9,8,8,8,9,9,9,10,10,10,6,5,5,4,4,5,4,4,5,7,7,8,8,8,6,8,7,6,6,7
sf,cvs,yucata,yucata/yucata/Sln/Yucata.Data/WindowSizes.cs,clean,cs,IssueFalse,14903,27,7776,17,2,1,2,3,3,4,9,8,8,8,8,8,7,7,7,9,9,9,9,9,9,8,8,8,8,8,7,9,9,9,9,9,9,7,7,7,10,10,10,10,10,10,7,4,3,6,3,3,7,4,3,5,10,5,5,6,6,7,6,8,7,7
sf,cvs,yucata,yucata/yucata/Sln/Yucata.Data/Yucata.designer.cs,buggy,cs,IssueFalse,14903,27,7776,17,10,1,10,10,1,4,8,10,10,7,8,10,7,10,10,9,9,9,9,10,10,7,8,10,9,10,10,9,10,10,9,10,10,6,10,10,9,10,10,10,10,10,3,3,10,3,9,10,2,4,10,6,7,3,3,3,4,4,4,2,1,1
sf,cvs,yucata,yucata/yucata/Web/App_Code/Global.asax.cs,clean,cs,IssueFalse,14903,27,7776,17,5,3,4,6,2,6,10,9,9,8,8,8,7,7,7,9,9,9,10,10,9,8,8,8,6,6,6,9,9,9,9,9,9,7,7,7,10,10,10,10,10,10,8,5,5,2,3,3,4,4,5,8,10,9,9,9,9,9,9,7,8,9
sf,cvs,yucata,yucata/yucata/Web/App_Code/components/GameBasePage.cs,clean,cs,IssueFalse,14903,27,7776,17,5,5,5,7,3,6,9,9,9,8,8,8,6,6,6,10,10,10,10,9,9,8,8,8,10,10,9,9,8,8,9,8,8,8,7,7,10,10,10,9,9,9,5,5,5,7,5,6,4,5,5,5,10,5,5,5,8,8,7,2,3,3
