Host,Vcs,Project,File,Buggy,PL,IssueTracking,TLOC,TNF,TNC,TND,LOC,CL,NStmt,NFunc,RCC,MNL,avg_WMC,max_WMC,total_WMC,avg_DIT,max_DIT,total_DIT,avg_RFC,max_RFC,total_RFC,avg_NOC,max_NOC,total_NOC,avg_CBO,max_CBO,total_CBO,avg_DIT.1,max_DIT.1,total_DIT.1,avg_NIV,max_NIV,total_NIV,avg_NIM,max_NIM,total_NIM,avg_NOM,max_NOM,total_NOM,avg_NPBM,max_NPBM,total_NPBM,avg_NPM,max_NPM,total_NPM,avg_NPRM,max_NPRM,total_NPRM,avg_CC,max_CC,total_CC,avg_FANIN,max_FANIN,total_FANIN,avg_FANOUT,max_FANOUT,total_FANOUT,NRev,NFix,avg_AddedLOC,max_AddedLOC,total_AddedLOC,avg_DeletedLOC,max_DeletedLOC,total_DeletedLOC,avg_ModifiedLOC,max_ModifiedLOC,total_ModifiedLOC
gc,svn,skia,/trunk/bench/SkBenchmark.cpp,clean,cpp,IssueTrue,27566,104,530,11,2,1,2,5,1,7,7,7,7,6,6,5,4,6,3,9,9,9,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,4,5,4,5,5,5,3,4,3,3,6,9,6,5,4,4,5,3,3,2
gc,svn,skia,/trunk/bench/SkBenchmark.h,clean,cpp,IssueTrue,27566,104,530,11,2,1,3,4,1,3,8,8,8,9,9,7,6,8,5,10,10,10,7,7,7,9,9,7,8,8,7,9,9,8,9,9,8,9,9,8,10,10,10,8,8,9,3,3,3,4,3,4,2,3,2,3,6,6,5,4,4,4,5,5,4,3
gc,svn,skia,/trunk/bench/TextBench.cpp,clean,cpp,IssueTrue,27566,104,530,11,4,2,5,7,3,7,8,8,8,10,10,8,7,8,6,9,9,9,7,7,7,10,10,8,8,8,8,7,7,7,7,7,7,7,7,7,10,10,10,8,8,9,5,5,6,6,9,5,6,7,6,7,9,7,7,6,10,10,10,5,6,6
gc,svn,skia,/trunk/bench/benchmain.cpp,clean,cpp,IssueTrue,27566,104,530,11,8,1,8,8,1,9,7,7,7,6,6,5,4,7,4,9,9,9,6,6,7,6,6,5,7,7,7,6,7,6,6,6,6,7,7,7,9,9,9,8,8,9,9,10,9,7,6,7,7,10,8,7,9,10,9,9,8,8,8,7,8,8
gc,svn,skia,/trunk/include/config/SkUserConfig.h,clean,cpp,IssueTrue,27566,104,530,11,1,10,1,1,1,3,7,7,7,6,6,5,4,6,3,9,9,9,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,1,1,2,1,2,3,2,2,2,5,9,5,5,4,4,4,5,2,3,2
gc,svn,skia,/trunk/include/core/SkCanvas.h,clean,cpp,IssueTrue,27566,104,530,11,6,10,6,5,10,5,10,10,10,7,9,8,9,10,10,10,10,10,9,9,10,7,9,8,8,9,9,10,10,10,10,10,10,10,10,10,9,9,9,10,10,10,4,4,4,7,6,5,4,4,3,5,6,4,4,4,5,5,5,5,5,4
gc,svn,skia,/trunk/include/core/SkColorPriv.h,clean,cpp,IssueTrue,27566,104,530,11,8,10,8,10,6,5,7,7,7,6,6,5,4,6,3,9,9,9,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,3,4,8,9,10,10,3,4,8,5,9,8,7,6,4,4,5,2,3,2
gc,svn,skia,/trunk/include/core/SkFontHost.h,clean,cpp,IssueTrue,27566,104,530,11,3,10,3,1,10,3,10,10,10,6,6,5,10,9,9,9,9,9,10,10,9,6,6,5,6,6,6,7,7,7,10,10,10,10,10,10,9,9,9,8,8,9,1,1,2,1,2,3,2,2,2,9,10,10,9,9,4,4,5,3,4,5
gc,svn,skia,/trunk/include/core/SkMath.h,buggy,cpp,IssueTrue,27566,104,530,11,3,9,4,6,10,3,7,7,7,6,6,5,4,6,3,9,9,9,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,8,8,9,3,3,5,8,9,6,3,3,4,3,9,3,3,3,6,5,5,3,3,2
gc,svn,skia,/trunk/include/core/SkMatrix.h,clean,cpp,IssueTrue,27566,104,530,11,6,10,7,9,10,5,10,10,10,6,6,5,10,10,10,9,9,9,7,7,7,6,6,5,9,8,8,10,10,10,10,10,10,10,10,10,9,9,9,10,10,10,3,4,7,8,10,9,3,3,6,3,6,6,5,4,4,4,5,2,1,1
gc,svn,skia,/trunk/include/core/SkPaint.h,clean,cpp,IssueTrue,27566,104,530,11,7,10,8,10,10,3,10,10,10,7,9,7,10,10,10,9,9,9,9,10,10,7,9,7,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,10,10,10,3,4,8,9,9,9,3,4,6,8,9,9,9,8,7,8,8,5,6,6
gc,svn,skia,/trunk/include/core/SkPath.h,buggy,cpp,IssueTrue,27566,104,530,11,6,10,6,8,10,5,10,10,10,6,6,5,9,10,10,9,9,9,7,8,8,6,6,5,10,9,9,10,10,10,10,10,10,10,10,10,9,9,9,10,10,10,3,4,6,6,8,7,2,3,4,6,6,6,7,6,6,6,7,3,4,3
gc,svn,skia,/trunk/include/core/SkScalerContext.h,buggy,cpp,IssueTrue,27566,104,530,11,6,7,6,8,5,5,9,10,10,6,6,5,7,8,9,10,10,10,9,10,10,6,6,5,10,9,10,9,9,10,9,9,10,9,10,10,10,10,10,10,9,9,3,4,6,5,7,6,3,3,5,6,9,8,7,7,7,7,7,5,4,5
gc,svn,skia,/trunk/include/core/SkSize.h,buggy,cpp,IssueTrue,27566,104,530,11,3,2,4,7,2,5,7,7,7,9,9,8,5,8,7,9,9,9,6,6,7,9,9,8,6,6,6,6,7,7,6,7,7,7,7,7,9,9,9,8,8,9,4,5,5,4,5,5,3,3,4,6,6,6,5,6,4,4,5,2,1,1
gc,svn,skia,/trunk/include/images/SkImageDecoder.h,clean,cpp,IssueTrue,27566,104,530,11,4,10,4,7,10,3,8,9,9,9,10,10,5,9,9,10,10,10,7,8,9,9,10,10,6,8,8,8,10,10,8,10,10,9,10,10,9,10,10,9,9,9,3,3,5,3,4,5,2,3,3,6,9,6,6,6,4,4,5,9,8,9
